,community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
2409,Manitoulin (Manitowaning),ON,13255.0,Census division,45.7373,-81.8137,1051.0,2009,1450.0
2410,Manitoulin (Manitowaning),ON,13255.0,Census division,45.7373,-81.8137,1052.0,2010,1493.7
2411,Manitoulin (Manitowaning),ON,13255.0,Census division,45.7373,-81.8137,1381.0,2011,1346.6
2412,Manitoulin (Manitowaning),ON,13255.0,Census division,45.7373,-81.8137,1015.0,2012,1310.8
2413,Manitoulin (Manitowaning),ON,13255.0,Census division,45.7373,-81.8137,1188.0,2013,1200.9
2414,Manitoulin (Manitowaning),ON,13255.0,Census division,45.7373,-81.8137,1214.0,2014,1088.4
2415,Manitoulin (Manitowaning),ON,13255.0,Census division,45.7373,-81.8137,1121.0,2015,1113.9
2416,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,1104.0,2008,1357.159959
2417,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,1272.0,2009,1450.0
2418,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,1239.0,2010,1493.7
2419,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,1108.0,2011,1346.6
2420,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,1049.0,2012,1310.8
2421,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,897.0,2013,1200.9
2422,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,934.0,2014,1088.4
2423,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,1081.0,2015,1113.9
2424,Maria-Chapdelaine Region,QC,24793.0,Census division,49.614,-72.0911,619.0,2008,1357.159959
2425,Maria-Chapdelaine Region,QC,24793.0,Census division,49.614,-72.0911,899.0,2009,1450.0
2426,Maria-Chapdelaine Region,QC,24793.0,Census division,49.614,-72.0911,1016.0,2010,1493.7
2427,Maria-Chapdelaine Region,QC,24793.0,Census division,49.614,-72.0911,1037.0,2011,1346.6
2428,Maria-Chapdelaine Region,QC,24793.0,Census division,49.614,-72.0911,903.0,2012,1310.8
2429,Maria-Chapdelaine Region,QC,24793.0,Census division,49.614,-72.0911,1053.0,2013,1200.9
2430,Maria-Chapdelaine Region,QC,24793.0,Census division,49.614,-72.0911,707.0,2014,1088.4
2431,Maria-Chapdelaine Region,QC,24793.0,Census division,49.614,-72.0911,1034.0,2015,1113.9
2432,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,872.0,2008,1357.159959
2433,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,809.0,2009,1450.0
2434,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,746.0,2010,1493.7
2435,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,853.0,2011,1346.6
2436,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,623.0,2012,1310.8
2437,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,580.0,2013,1200.9
2438,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,830.0,2014,1088.4
2439,Markdale (Grey Highlands),ON,9804.0,Census subdivision,44.3187,-80.6479,789.0,2015,1113.9
2440,Martensville,SK,9645.0,Census subdivision,52.2931,-106.6578,566.0,2008,1357.159959
2441,Martensville,SK,9645.0,Census subdivision,52.2931,-106.6578,642.0,2009,1450.0
2442,Martensville,SK,9645.0,Census subdivision,52.2931,-106.6578,1060.0,2010,1493.7
2443,Martensville,SK,9645.0,Census subdivision,52.2931,-106.6578,637.0,2011,1346.6
2444,Martensville,SK,9645.0,Census subdivision,52.2931,-106.6578,585.0,2012,1310.8
2445,Martensville,SK,9645.0,Census subdivision,52.2931,-106.6578,447.0,2013,1200.9
2446,Martensville,SK,9645.0,Census subdivision,52.2931,-106.6578,685.0,2014,1088.4
2447,Martensville,SK,9645.0,Census subdivision,52.2931,-106.6578,602.0,2015,1113.9
2448,Marystown,NL,5316.0,Census subdivision,47.1651,-55.1555,1385.0,2008,1357.159959
2449,Marystown,NL,5316.0,Census subdivision,47.1651,-55.1555,1469.0,2009,1450.0
2450,Marystown,NL,5316.0,Census subdivision,47.1651,-55.1555,1785.0,2010,1493.7
2451,Marystown,NL,5316.0,Census subdivision,47.1651,-55.1555,1525.0,2011,1346.6
2452,Marystown,NL,5316.0,Census subdivision,47.1651,-55.1555,1479.0,2012,1310.8
2453,Marystown,NL,5316.0,Census subdivision,47.1651,-55.1555,990.0,2013,1200.9
2454,Marystown,NL,5316.0,Census subdivision,47.1651,-55.1555,951.0,2014,1088.4
2455,Marystown,NL,5316.0,Census subdivision,47.1651,-55.1555,862.0,2015,1113.9
2456,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,615.0,2008,1357.159959
2457,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,470.0,2009,1450.0
2458,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,644.0,2010,1493.7
2459,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,651.0,2011,1346.6
2460,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,884.0,2012,1310.8
2461,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,870.0,2013,1200.9
2462,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,806.0,2014,1088.4
2463,Mascouche,QC,46692.0,Census subdivision,45.7773,-73.6324,1064.0,2015,1113.9
2464,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,707.0,2008,1357.159959
2465,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,875.0,2009,1450.0
2466,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,935.0,2010,1493.7
2467,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,883.0,2011,1346.6
2468,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,1032.0,2012,1310.8
2469,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,978.0,2013,1200.9
2470,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,840.0,2014,1088.4
2471,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,683.0,2015,1113.9
2472,Maskoutains Region,QC,,,45.6081,-72.8945,1008.0,2008,1357.159959
2473,Maskoutains Region,QC,,,45.6081,-72.8945,815.0,2009,1450.0
2474,Maskoutains Region,QC,,,45.6081,-72.8945,807.0,2010,1493.7
2475,Maskoutains Region,QC,,,45.6081,-72.8945,935.0,2011,1346.6
2476,Maskoutains Region,QC,,,45.6081,-72.8945,959.0,2012,1310.8
2477,Maskoutains Region,QC,,,45.6081,-72.8945,965.0,2013,1200.9
2478,Maskoutains Region,QC,,,45.6081,-72.8945,860.0,2014,1088.4
2479,Maskoutains Region,QC,,,45.6081,-72.8945,976.0,2015,1113.9
2480,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,1225.0,2008,1357.159959
2481,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,1179.0,2009,1450.0
2482,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,1196.0,2010,1493.7
2483,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,916.0,2011,1346.6
2484,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,955.0,2012,1310.8
2485,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,765.0,2013,1200.9
2486,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,758.0,2014,1088.4
2487,Matane Region,QC,17926.0,Census agglomeration,48.8445,-67.5306,840.0,2015,1113.9
2488,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,781.0,2008,1357.159959
2489,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,766.0,2009,1450.0
2490,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,696.0,2010,1493.7
2491,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,539.0,2011,1346.6
2492,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,835.0,2012,1310.8
2493,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,886.0,2013,1200.9
2494,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,687.0,2014,1088.4
2495,Matapedia Region,QC,17925.0,Census division,48.3,-67.56667,460.0,2015,1113.9
2496,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,917.0,2008,1357.159959
2497,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,1363.0,2009,1450.0
2498,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,1219.0,2010,1493.7
2499,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,1023.0,2011,1346.6
2500,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,1006.0,2012,1310.8
2501,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,1052.0,2013,1200.9
2502,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,1001.0,2014,1088.4
2503,Matawinie Region,QC,50435.0,Census division,46.8005,-74.0465,891.0,2015,1113.9
2504,Mayerthorpe,AB,1320.0,Census subdivision,53.9525,-115.1397,3223.0,2008,1357.159959
2505,Mayerthorpe,AB,1320.0,Census subdivision,53.9525,-115.1397,3953.0,2009,1450.0
2506,Mayerthorpe,AB,1320.0,Census subdivision,53.9525,-115.1397,4242.0,2010,1493.7
2507,Mayerthorpe,AB,1320.0,Census subdivision,53.9525,-115.1397,4575.0,2011,1346.6
2508,Mayerthorpe,AB,1320.0,Census subdivision,53.9525,-115.1397,4672.0,2012,1310.8
2509,Mayerthorpe,AB,1320.0,Census subdivision,53.9525,-115.1397,4323.0,2013,1200.9
2510,Mayerthorpe,AB,1320.0,Census subdivision,53.9525,-115.1397,3310.0,2014,1088.4
2511,Mayerthorpe,AB,1320.0,Census subdivision,53.9525,-115.1397,4296.0,2015,1113.9
2512,McLennan,AB,701.0,Census subdivision,55.7118,-116.91,1376.0,2008,1357.159959
2513,McLennan,AB,701.0,Census subdivision,55.7118,-116.91,1192.0,2009,1450.0
2514,McLennan,AB,701.0,Census subdivision,55.7118,-116.91,2322.0,2010,1493.7
2515,McLennan,AB,701.0,Census subdivision,55.7118,-116.91,1936.0,2011,1346.6
2516,McLennan,AB,701.0,Census subdivision,55.7118,-116.91,1472.0,2012,1310.8
2517,McLennan,AB,701.0,Census subdivision,55.7118,-116.91,1501.0,2013,1200.9
2518,McLennan,AB,701.0,Census subdivision,55.7118,-116.91,1432.0,2014,1088.4
2519,McLennan,AB,701.0,Census subdivision,55.7118,-116.91,859.0,2015,1113.9
2520,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1084.0,2008,1357.159959
2521,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1302.0,2009,1450.0
2522,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1199.0,2010,1493.7
2523,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1079.0,2011,1346.6
2524,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1146.0,2012,1310.8
2525,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1015.0,2013,1200.9
2526,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1010.0,2014,1088.4
2527,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,1075.0,2015,1113.9
2528,Mekinac Region,QC,12358.0,Census division,46.816666999999995,-72.51666999999999,663.0,2008,1357.159959
2529,Mekinac Region,QC,12358.0,Census division,46.816666999999995,-72.51666999999999,723.0,2009,1450.0
2530,Mekinac Region,QC,12358.0,Census division,46.816666999999995,-72.51666999999999,1051.0,2010,1493.7
2531,Mekinac Region,QC,12358.0,Census division,46.816666999999995,-72.51666999999999,641.0,2011,1346.6
2532,Mekinac Region,QC,12358.0,Census division,46.816666999999995,-72.51666999999999,740.0,2012,1310.8
2533,Mekinac Region,QC,12358.0,Census division,46.816666999999995,-72.51666999999999,856.0,2013,1200.9
2534,Mekinac Region,QC,12358.0,Census division,46.816666999999995,-72.51666999999999,1007.0,2014,1088.4
2535,Mekinac Region,QC,12358.0,Census division,46.816666999999995,-72.51666999999999,583.0,2015,1113.9
2536,Melfort,SK,5992.0,Census subdivision,52.8608,-104.6143,1878.0,2008,1357.159959
2537,Melfort,SK,5992.0,Census subdivision,52.8608,-104.6143,1822.0,2009,1450.0
2538,Melfort,SK,5992.0,Census subdivision,52.8608,-104.6143,2102.0,2010,1493.7
2539,Melfort,SK,5992.0,Census subdivision,52.8608,-104.6143,1934.0,2011,1346.6
2540,Melfort,SK,5992.0,Census subdivision,52.8608,-104.6143,1569.0,2012,1310.8
2541,Melfort,SK,5992.0,Census subdivision,52.8608,-104.6143,1673.0,2013,1200.9
2542,Melfort,SK,5992.0,Census subdivision,52.8608,-104.6143,1612.0,2014,1088.4
2543,Melfort,SK,5992.0,Census subdivision,52.8608,-104.6143,1558.0,2015,1113.9
2544,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,593.0,2008,1357.159959
2545,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,564.0,2009,1450.0
2546,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,643.0,2010,1493.7
2547,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,587.0,2011,1346.6
2548,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,572.0,2012,1310.8
2549,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,526.0,2013,1200.9
2550,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,498.0,2014,1088.4
2551,Memphremagog Region,QC,50415.0,Census division,45.266667,-72.08333,493.0,2015,1113.9
2552,Merritt,BC,7139.0,Census subdivision,50.1113,-120.7862,3214.0,2008,1357.159959
2553,Merritt,BC,7139.0,Census subdivision,50.1113,-120.7862,2756.0,2009,1450.0
2554,Merritt,BC,7139.0,Census subdivision,50.1113,-120.7862,2845.0,2010,1493.7
2555,Merritt,BC,7139.0,Census subdivision,50.1113,-120.7862,2239.0,2011,1346.6
2556,Merritt,BC,7139.0,Census subdivision,50.1113,-120.7862,3413.0,2012,1310.8
2557,Merritt,BC,7139.0,Census subdivision,50.1113,-120.7862,3200.0,2013,1200.9
2558,Merritt,BC,7139.0,Census subdivision,50.1113,-120.7862,2586.0,2014,1088.4
2559,Merritt,BC,7139.0,Census subdivision,50.1113,-120.7862,2580.0,2015,1113.9
2560,Meteghan (Clare),NS,8018.0,Census subdivision,44.1875,-66.1623,699.0,2008,1357.159959
2561,Meteghan (Clare),NS,8018.0,Census subdivision,44.1875,-66.1623,771.0,2009,1450.0
2562,Meteghan (Clare),NS,8018.0,Census subdivision,44.1875,-66.1623,870.0,2010,1493.7
2563,Meteghan (Clare),NS,8018.0,Census subdivision,44.1875,-66.1623,713.0,2011,1346.6
2564,Meteghan (Clare),NS,8018.0,Census subdivision,44.1875,-66.1623,352.0,2012,1310.8
2565,Meteghan (Clare),NS,8018.0,Census subdivision,44.1875,-66.1623,781.0,2013,1200.9
2566,Meteghan (Clare),NS,8018.0,Census subdivision,44.1875,-66.1623,572.0,2014,1088.4
2567,Meteghan (Clare),NS,8018.0,Census subdivision,44.1875,-66.1623,724.0,2015,1113.9
2568,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,,2008,1357.159959
2569,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,364.0,2009,1450.0
2570,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,633.0,2010,1493.7
2571,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,441.0,2011,1346.6
2572,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,630.0,2012,1310.8
2573,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,388.0,2013,1200.9
2574,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,396.0,2014,1088.4
2575,Middlesex,ON,455526.0,Census division,42.931000000000004,-81.4279,535.0,2015,1113.9
2576,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,506.0,2008,1357.159959
2577,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,451.0,2009,1450.0
2578,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,1244.0,2010,1493.7
2579,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,704.0,2011,1346.6
2580,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,701.0,2012,1310.8
2581,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,768.0,2013,1200.9
2582,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,800.0,2014,1088.4
2583,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,520.0,2015,1113.9
2584,Midland,ON,16864.0,Census subdivision,44.7495,-79.8922,1912.0,2008,1357.159959
2585,Midland,ON,16864.0,Census subdivision,44.7495,-79.8922,1924.0,2009,1450.0
2586,Midland,ON,16864.0,Census subdivision,44.7495,-79.8922,1618.0,2010,1493.7
2587,Midland,ON,16864.0,Census subdivision,44.7495,-79.8922,1692.0,2011,1346.6
2588,Midland,ON,16864.0,Census subdivision,44.7495,-79.8922,1373.0,2012,1310.8
2589,Midland,ON,16864.0,Census subdivision,44.7495,-79.8922,961.0,2013,1200.9
2590,Midland,ON,16864.0,Census subdivision,44.7495,-79.8922,1231.0,2014,1088.4
2591,Midland,ON,16864.0,Census subdivision,44.7495,-79.8922,1117.0,2015,1113.9
2592,Minganie Region,QC,11323.0,Census division,50.233333,-63.6,1979.0,2008,1357.159959
2593,Minganie Region,QC,11323.0,Census division,50.233333,-63.6,2205.0,2009,1450.0
2594,Minganie Region,QC,11323.0,Census division,50.233333,-63.6,2329.0,2010,1493.7
2595,Minganie Region,QC,11323.0,Census division,50.233333,-63.6,2338.0,2011,1346.6
2596,Minganie Region,QC,11323.0,Census division,50.233333,-63.6,2341.0,2012,1310.8
2597,Minganie Region,QC,11323.0,Census division,50.233333,-63.6,2280.0,2013,1200.9
2598,Minganie Region,QC,11323.0,Census division,50.233333,-63.6,2210.0,2014,1088.4
2599,Minganie Region,QC,11323.0,Census division,50.233333,-63.6,2405.0,2015,1113.9
2600,Minto,NB,2305.0,Census subdivision,46.0762,-66.0749,,2008,1357.159959
2601,Minto,NB,2305.0,Census subdivision,46.0762,-66.0749,,2009,1450.0
2602,Minto,NB,2305.0,Census subdivision,46.0762,-66.0749,,2010,1493.7
2603,Minto,NB,2305.0,Census subdivision,46.0762,-66.0749,,2011,1346.6
2604,Minto,NB,2305.0,Census subdivision,46.0762,-66.0749,,2012,1310.8
2605,Minto,NB,2305.0,Census subdivision,46.0762,-66.0749,,2013,1200.9
2606,Minto,NB,2305.0,Census subdivision,46.0762,-66.0749,887.0,2014,1088.4
2607,Minto,NB,2305.0,Census subdivision,46.0762,-66.0749,675.0,2015,1113.9
2608,Mirabel,QC,50513.0,Census subdivision,45.6519,-74.0902,486.0,2008,1357.159959
2609,Mirabel,QC,50513.0,Census subdivision,45.6519,-74.0902,539.0,2009,1450.0
2610,Mirabel,QC,50513.0,Census subdivision,45.6519,-74.0902,525.0,2010,1493.7
2611,Mirabel,QC,50513.0,Census subdivision,45.6519,-74.0902,626.0,2011,1346.6
2612,Mirabel,QC,50513.0,Census subdivision,45.6519,-74.0902,661.0,2012,1310.8
2613,Mirabel,QC,50513.0,Census subdivision,45.6519,-74.0902,701.0,2013,1200.9
2614,Mirabel,QC,50513.0,Census subdivision,45.6519,-74.0902,751.0,2014,1088.4
2615,Mirabel,QC,50513.0,Census subdivision,45.6519,-74.0902,733.0,2015,1113.9
2616,Miramichi,NB,17537.0,Census subdivision,47.0296,-65.5059,1357.0,2008,1357.159959
2617,Miramichi,NB,17537.0,Census subdivision,47.0296,-65.5059,1435.0,2009,1450.0
2618,Miramichi,NB,17537.0,Census subdivision,47.0296,-65.5059,1542.0,2010,1493.7
2619,Miramichi,NB,17537.0,Census subdivision,47.0296,-65.5059,1111.0,2011,1346.6
2620,Miramichi,NB,17537.0,Census subdivision,47.0296,-65.5059,982.0,2012,1310.8
2621,Miramichi,NB,17537.0,Census subdivision,47.0296,-65.5059,965.0,2013,1200.9
2622,Miramichi,NB,17537.0,Census subdivision,47.0296,-65.5059,962.0,2014,1088.4
2623,Miramichi,NB,17537.0,Census subdivision,47.0296,-65.5059,1102.0,2015,1113.9
2624,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,1606.0,2008,1357.159959
2625,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,1814.0,2009,1450.0
2626,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,1823.0,2010,1493.7
2627,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,1649.0,2011,1346.6
2628,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,1424.0,2012,1310.8
2629,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,1207.0,2013,1200.9
2630,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,953.0,2014,1088.4
2631,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,1155.0,2015,1113.9
2632,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,698.0,2008,1357.159959
2633,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,707.0,2009,1450.0
2634,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,853.0,2010,1493.7
2635,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,719.0,2011,1346.6
2636,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,390.0,2012,1310.8
2637,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,249.0,2013,1200.9
2638,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,387.0,2014,1088.4
2639,Mississippi Mills,ON,13163.0,,45.2314,-76.1938,463.0,2015,1113.9
2640,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,887.0,2008,1357.159959
2641,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,692.0,2009,1450.0
2642,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,885.0,2010,1493.7
2643,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,868.0,2011,1346.6
2644,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,885.0,2012,1310.8
2645,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,726.0,2013,1200.9
2646,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,830.0,2014,1088.4
2647,Mitis Region,QC,18210.0,Census subdivision,48.6536,-68.1375,1074.0,2015,1113.9
2648,Moncton,NB,71889.0,Census subdivision,46.0878,-64.7782,,2008,1357.159959
2649,Moncton,NB,71889.0,Census subdivision,46.0878,-64.7782,,2009,1450.0
2650,Moncton,NB,71889.0,Census subdivision,46.0878,-64.7782,,2010,1493.7
2651,Moncton,NB,71889.0,Census subdivision,46.0878,-64.7782,,2011,1346.6
2652,Moncton,NB,71889.0,Census subdivision,46.0878,-64.7782,,2012,1310.8
2653,Moncton,NB,71889.0,Census subdivision,46.0878,-64.7782,,2013,1200.9
2654,Moncton,NB,71889.0,Census subdivision,46.0878,-64.7782,21.0,2014,1088.4
2655,Moncton,NB,71889.0,Census subdivision,46.0878,-64.7782,21.0,2015,1113.9
2656,Mont-Tremblant,QC,9646.0,Census subdivision,46.1185,-74.5962,1325.0,2008,1357.159959
2657,Mont-Tremblant,QC,9646.0,Census subdivision,46.1185,-74.5962,1862.0,2009,1450.0
2658,Mont-Tremblant,QC,9646.0,Census subdivision,46.1185,-74.5962,1728.0,2010,1493.7
2659,Mont-Tremblant,QC,9646.0,Census subdivision,46.1185,-74.5962,2139.0,2011,1346.6
2660,Mont-Tremblant,QC,9646.0,Census subdivision,46.1185,-74.5962,1647.0,2012,1310.8
2661,Mont-Tremblant,QC,9646.0,Census subdivision,46.1185,-74.5962,1516.0,2013,1200.9
2662,Mont-Tremblant,QC,9646.0,Census subdivision,46.1185,-74.5962,1592.0,2014,1088.4
2663,Mont-Tremblant,QC,9646.0,Census subdivision,46.1185,-74.5962,1461.0,2015,1113.9
2664,Montague,PEI,1961.0,Census subdivision,46.1651,-62.648,687.0,2008,1357.159959
2665,Montague,PEI,1961.0,Census subdivision,46.1651,-62.648,811.0,2009,1450.0
2666,Montague,PEI,1961.0,Census subdivision,46.1651,-62.648,1061.0,2010,1493.7
2667,Montague,PEI,1961.0,Census subdivision,46.1651,-62.648,798.0,2011,1346.6
2668,Montague,PEI,1961.0,Census subdivision,46.1651,-62.648,643.0,2012,1310.8
2669,Montague,PEI,1961.0,Census subdivision,46.1651,-62.648,750.0,2013,1200.9
2670,Montague,PEI,1961.0,Census subdivision,46.1651,-62.648,594.0,2014,1088.4
2671,Montague,PEI,1961.0,Census subdivision,46.1651,-62.648,415.0,2015,1113.9
2672,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,1196.0,2008,1357.159959
2673,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,1190.0,2009,1450.0
2674,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,1221.0,2010,1493.7
2675,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,1225.0,2011,1346.6
2676,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,1135.0,2012,1310.8
2677,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,1088.0,2013,1200.9
2678,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,777.0,2014,1088.4
2679,Montcalm Region,QC,52596.0,Census division,45.9683,-74.5015,867.0,2015,1113.9
2680,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,746.0,2008,1357.159959
2681,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,849.0,2009,1450.0
2682,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,794.0,2010,1493.7
2683,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,609.0,2011,1346.6
2684,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,718.0,2012,1310.8
2685,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,792.0,2013,1200.9
2686,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,732.0,2014,1088.4
2687,Montmagny Region,QC,22698.0,Census division,46.9801,-70.5566,613.0,2015,1113.9
2688,Montreal,QC,1704694.0,Census subdivision,45.5017,-73.5673,1291.0,2008,1357.159959
2689,Montreal,QC,1704694.0,Census subdivision,45.5017,-73.5673,1248.0,2009,1450.0
2690,Montreal,QC,1704694.0,Census subdivision,45.5017,-73.5673,1202.0,2010,1493.7
2691,Montreal,QC,1704694.0,Census subdivision,45.5017,-73.5673,1186.0,2011,1346.6
2692,Montreal,QC,1704694.0,Census subdivision,45.5017,-73.5673,1084.0,2012,1310.8
2693,Montreal,QC,1704694.0,Census subdivision,45.5017,-73.5673,981.0,2013,1200.9
2694,Montreal,QC,1704694.0,Census subdivision,45.5017,-73.5673,912.0,2014,1088.4
2695,Montreal,QC,1704694.0,Census subdivision,45.5017,-73.5673,943.0,2015,1113.9
2696,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,1511.0,2008,1357.159959
2697,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,1662.0,2009,1450.0
2698,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,1339.0,2010,1493.7
2699,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,960.0,2011,1346.6
