,community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
300,Bellechasse Region,QC,37233.0,Census division,46.6919,-70.8339,490.0,2012,1310.8
301,Bellechasse Region,QC,37233.0,Census division,46.6919,-70.8339,397.0,2013,1200.9
302,Bellechasse Region,QC,37233.0,Census division,46.6919,-70.8339,400.0,2014,1088.4
303,Bellechasse Region,QC,37233.0,Census division,46.6919,-70.8339,447.0,2015,1113.9
304,Belleville,ON,50716.0,Census subdivision,44.1628,-77.3832,2222.0,2008,1357.159959
305,Belleville,ON,50716.0,Census subdivision,44.1628,-77.3832,2166.0,2009,1450.0
306,Belleville,ON,50716.0,Census subdivision,44.1628,-77.3832,2067.0,2010,1493.7
307,Belleville,ON,50716.0,Census subdivision,44.1628,-77.3832,2268.0,2011,1346.6
308,Belleville,ON,50716.0,Census subdivision,44.1628,-77.3832,2260.0,2012,1310.8
309,Belleville,ON,50716.0,Census subdivision,44.1628,-77.3832,2060.0,2013,1200.9
310,Belleville,ON,50716.0,Census subdivision,44.1628,-77.3832,1777.0,2014,1088.4
311,Belleville,ON,50716.0,Census subdivision,44.1628,-77.3832,1823.0,2015,1113.9
312,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,990.0,2008,1357.159959
313,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,1054.0,2009,1450.0
314,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,1141.0,2010,1493.7
315,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,607.0,2011,1346.6
316,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,937.0,2012,1310.8
317,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,638.0,2013,1200.9
318,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,753.0,2014,1088.4
319,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,424.0,2015,1113.9
320,Blackfalds,AB,9328.0,Census subdivision,52.3808,-113.7946,,2008,1357.159959
321,Blackfalds,AB,9328.0,Census subdivision,52.3808,-113.7946,,2009,1450.0
322,Blackfalds,AB,9328.0,Census subdivision,52.3808,-113.7946,,2010,1493.7
323,Blackfalds,AB,9328.0,Census subdivision,52.3808,-113.7946,,2011,1346.6
324,Blackfalds,AB,9328.0,Census subdivision,52.3808,-113.7946,,2012,1310.8
325,Blackfalds,AB,9328.0,Census subdivision,52.3808,-113.7946,917.0,2013,1200.9
326,Blackfalds,AB,9328.0,Census subdivision,52.3808,-113.7946,1069.0,2014,1088.4
327,Blackfalds,AB,9328.0,Census subdivision,52.3808,-113.7946,1335.0,2015,1113.9
328,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,709.0,2008,1357.159959
329,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,735.0,2009,1450.0
330,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,820.0,2010,1493.7
331,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,710.0,2011,1346.6
332,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,628.0,2012,1310.8
333,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,646.0,2013,1200.9
334,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,676.0,2014,1088.4
335,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,626.0,2015,1113.9
336,Blairmore,AB,,,49.63399999999999,-114.5183,0.0,2008,1357.159959
337,Blairmore,AB,,,49.63399999999999,-114.5183,0.0,2009,1450.0
338,Blairmore,AB,,,49.63399999999999,-114.5183,0.0,2010,1493.7
339,Blairmore,AB,,,49.63399999999999,-114.5183,0.0,2011,1346.6
340,Blairmore,AB,,,49.63399999999999,-114.5183,0.0,2012,1310.8
341,Blairmore,AB,,,49.63399999999999,-114.5183,0.0,2013,1200.9
342,Blairmore,AB,,,49.63399999999999,-114.5183,0.0,2014,1088.4
343,Blairmore,AB,,,49.63399999999999,-114.5183,0.0,2015,1113.9
344,Blue Hills,MB,,,49.7538,-99.87100000000001,1036.0,2008,1357.159959
345,Blue Hills,MB,,,49.7538,-99.87100000000001,733.0,2009,1450.0
346,Blue Hills,MB,,,49.7538,-99.87100000000001,697.0,2010,1493.7
347,Blue Hills,MB,,,49.7538,-99.87100000000001,547.0,2011,1346.6
348,Blue Hills,MB,,,49.7538,-99.87100000000001,463.0,2012,1310.8
349,Blue Hills,MB,,,49.7538,-99.87100000000001,420.0,2013,1200.9
350,Blue Hills,MB,,,49.7538,-99.87100000000001,390.0,2014,1088.4
351,Blue Hills,MB,,,49.7538,-99.87100000000001,547.0,2015,1113.9
352,Bonavista,NL,3448.0,Census subdivision,48.6533,-53.1118,,2008,1357.159959
353,Bonavista,NL,3448.0,Census subdivision,48.6533,-53.1118,,2009,1450.0
354,Bonavista,NL,3448.0,Census subdivision,48.6533,-53.1118,,2010,1493.7
355,Bonavista,NL,3448.0,Census subdivision,48.6533,-53.1118,,2011,1346.6
356,Bonavista,NL,3448.0,Census subdivision,48.6533,-53.1118,,2012,1310.8
357,Bonavista,NL,3448.0,Census subdivision,48.6533,-53.1118,,2013,1200.9
358,Bonavista,NL,3448.0,Census subdivision,48.6533,-53.1118,726.0,2014,1088.4
359,Bonavista,NL,3448.0,Census subdivision,48.6533,-53.1118,784.0,2015,1113.9
360,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,1077.0,2008,1357.159959
361,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,2627.0,2009,1450.0
362,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,3074.0,2010,1493.7
363,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,3120.0,2011,1346.6
364,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,2823.0,2012,1310.8
365,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,2561.0,2013,1200.9
366,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,2734.0,2014,1088.4
367,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,2111.0,2015,1113.9
368,Bouctouche,NB,2361.0,Census subdivision,46.4723,-64.7243,,2008,1357.159959
369,Bouctouche,NB,2361.0,Census subdivision,46.4723,-64.7243,,2009,1450.0
370,Bouctouche,NB,2361.0,Census subdivision,46.4723,-64.7243,,2010,1493.7
371,Bouctouche,NB,2361.0,Census subdivision,46.4723,-64.7243,,2011,1346.6
372,Bouctouche,NB,2361.0,Census subdivision,46.4723,-64.7243,,2012,1310.8
373,Bouctouche,NB,2361.0,Census subdivision,46.4723,-64.7243,,2013,1200.9
374,Bouctouche,NB,2361.0,Census subdivision,46.4723,-64.7243,694.0,2014,1088.4
375,Bouctouche,NB,2361.0,Census subdivision,46.4723,-64.7243,771.0,2015,1113.9
376,Boundary/Grand Forks,BC,3225.0,Census subdivision,49.0301,-118.4451,1144.0,2008,1357.159959
377,Boundary/Grand Forks,BC,3225.0,Census subdivision,49.0301,-118.4451,1533.0,2009,1450.0
378,Boundary/Grand Forks,BC,3225.0,Census subdivision,49.0301,-118.4451,1760.0,2010,1493.7
379,Boundary/Grand Forks,BC,3225.0,Census subdivision,49.0301,-118.4451,962.0,2011,1346.6
380,Boundary/Grand Forks,BC,3225.0,Census subdivision,49.0301,-118.4451,616.0,2012,1310.8
381,Boundary/Grand Forks,BC,3225.0,Census subdivision,49.0301,-118.4451,505.0,2013,1200.9
382,Boundary/Grand Forks,BC,3225.0,Census subdivision,49.0301,-118.4451,506.0,2014,1088.4
383,Boundary/Grand Forks,BC,3225.0,Census subdivision,49.0301,-118.4451,468.0,2015,1113.9
384,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,585.0,2008,1357.159959
385,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,605.0,2009,1450.0
386,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,698.0,2010,1493.7
387,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,634.0,2011,1346.6
388,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,609.0,2012,1310.8
389,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,571.0,2013,1200.9
390,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,583.0,2014,1088.4
391,Bracebridge/Bala,ON,,,45.038999999999994,-79.3079,612.0,2015,1113.9
392,Brandon,MB,48859.0,Census subdivision,49.8485,-99.9501,1322.0,2008,1357.159959
393,Brandon,MB,48859.0,Census subdivision,49.8485,-99.9501,1478.0,2009,1450.0
394,Brandon,MB,48859.0,Census subdivision,49.8485,-99.9501,1959.0,2010,1493.7
395,Brandon,MB,48859.0,Census subdivision,49.8485,-99.9501,1771.0,2011,1346.6
396,Brandon,MB,48859.0,Census subdivision,49.8485,-99.9501,1567.0,2012,1310.8
397,Brandon,MB,48859.0,Census subdivision,49.8485,-99.9501,1311.0,2013,1200.9
398,Brandon,MB,48859.0,Census subdivision,49.8485,-99.9501,1583.0,2014,1088.4
399,Brandon,MB,48859.0,Census subdivision,49.8485,-99.9501,1619.0,2015,1113.9
400,Brant County,ON,36707.0,Census subdivision,43.1527,-80.1716,555.0,2008,1357.159959
401,Brant County,ON,36707.0,Census subdivision,43.1527,-80.1716,573.0,2009,1450.0
402,Brant County,ON,36707.0,Census subdivision,43.1527,-80.1716,570.0,2010,1493.7
403,Brant County,ON,36707.0,Census subdivision,43.1527,-80.1716,456.0,2011,1346.6
404,Brant County,ON,36707.0,Census subdivision,43.1527,-80.1716,514.0,2012,1310.8
405,Brant County,ON,36707.0,Census subdivision,43.1527,-80.1716,353.0,2013,1200.9
406,Brant County,ON,36707.0,Census subdivision,43.1527,-80.1716,442.0,2014,1088.4
407,Brant County,ON,36707.0,Census subdivision,43.1527,-80.1716,487.0,2015,1113.9
408,Brantford,ON,97496.0,Census subdivision,43.1394,-80.2644,1654.0,2008,1357.159959
409,Brantford,ON,97496.0,Census subdivision,43.1394,-80.2644,1711.0,2009,1450.0
410,Brantford,ON,97496.0,Census subdivision,43.1394,-80.2644,1821.0,2010,1493.7
411,Brantford,ON,97496.0,Census subdivision,43.1394,-80.2644,1533.0,2011,1346.6
412,Brantford,ON,97496.0,Census subdivision,43.1394,-80.2644,1368.0,2012,1310.8
413,Brantford,ON,97496.0,Census subdivision,43.1394,-80.2644,1247.0,2013,1200.9
414,Brantford,ON,97496.0,Census subdivision,43.1394,-80.2644,1158.0,2014,1088.4
415,Brantford,ON,97496.0,Census subdivision,43.1394,-80.2644,1134.0,2015,1113.9
416,Bridgewater,NS,8532.0,Census subdivision,44.3721,-64.5209,1562.0,2008,1357.159959
417,Bridgewater,NS,8532.0,Census subdivision,44.3721,-64.5209,1730.0,2009,1450.0
418,Bridgewater,NS,8532.0,Census subdivision,44.3721,-64.5209,1845.0,2010,1493.7
419,Bridgewater,NS,8532.0,Census subdivision,44.3721,-64.5209,1470.0,2011,1346.6
420,Bridgewater,NS,8532.0,Census subdivision,44.3721,-64.5209,936.0,2012,1310.8
421,Bridgewater,NS,8532.0,Census subdivision,44.3721,-64.5209,917.0,2013,1200.9
422,Bridgewater,NS,8532.0,Census subdivision,44.3721,-64.5209,968.0,2014,1088.4
423,Bridgewater,NS,8532.0,Census subdivision,44.3721,-64.5209,1127.0,2015,1113.9
424,Broadview,SK,552.0,,50.3781,-102.5791,3092.0,2008,1357.159959
425,Broadview,SK,552.0,,50.3781,-102.5791,2805.0,2009,1450.0
426,Broadview,SK,552.0,,50.3781,-102.5791,2519.0,2010,1493.7
427,Broadview,SK,552.0,,50.3781,-102.5791,3304.0,2011,1346.6
428,Broadview,SK,552.0,,50.3781,-102.5791,3052.0,2012,1310.8
429,Broadview,SK,552.0,,50.3781,-102.5791,2529.0,2013,1200.9
430,Broadview,SK,552.0,,50.3781,-102.5791,2633.0,2014,1088.4
431,Broadview,SK,552.0,,50.3781,-102.5791,2129.0,2015,1113.9
432,Brockville,ON,21346.0,Census subdivision,44.5895,-75.6843,1722.0,2008,1357.159959
433,Brockville,ON,21346.0,Census subdivision,44.5895,-75.6843,2303.0,2009,1450.0
434,Brockville,ON,21346.0,Census subdivision,44.5895,-75.6843,2231.0,2010,1493.7
435,Brockville,ON,21346.0,Census subdivision,44.5895,-75.6843,1761.0,2011,1346.6
436,Brockville,ON,21346.0,Census subdivision,44.5895,-75.6843,1806.0,2012,1310.8
437,Brockville,ON,21346.0,Census subdivision,44.5895,-75.6843,1856.0,2013,1200.9
438,Brockville,ON,21346.0,Census subdivision,44.5895,-75.6843,1813.0,2014,1088.4
439,Brockville,ON,21346.0,Census subdivision,44.5895,-75.6843,1702.0,2015,1113.9
440,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,947.0,2008,1357.159959
441,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,778.0,2009,1450.0
442,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,725.0,2010,1493.7
443,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,851.0,2011,1346.6
444,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,714.0,2012,1310.8
445,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,807.0,2013,1200.9
446,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,808.0,2014,1088.4
447,Brome-Missisquoi Region,QC,58314.0,Census division,45.1232,-72.7611,792.0,2015,1113.9
448,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,696.0,2008,1357.159959
449,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,606.0,2009,1450.0
450,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,657.0,2010,1493.7
451,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,763.0,2011,1346.6
452,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,420.0,2012,1310.8
453,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,653.0,2013,1200.9
454,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,548.0,2014,1088.4
455,Bromont,QC,9041.0,Census subdivision,45.2852,-72.6872,778.0,2015,1113.9
456,Brooks,AB,14451.0,Census subdivision,50.566,-111.8992,1861.0,2008,1357.159959
457,Brooks,AB,14451.0,Census subdivision,50.566,-111.8992,2044.0,2009,1450.0
458,Brooks,AB,14451.0,Census subdivision,50.566,-111.8992,2525.0,2010,1493.7
459,Brooks,AB,14451.0,Census subdivision,50.566,-111.8992,1751.0,2011,1346.6
460,Brooks,AB,14451.0,Census subdivision,50.566,-111.8992,2422.0,2012,1310.8
461,Brooks,AB,14451.0,Census subdivision,50.566,-111.8992,1754.0,2013,1200.9
462,Brooks,AB,14451.0,Census subdivision,50.566,-111.8992,1590.0,2014,1088.4
463,Brooks,AB,14451.0,Census subdivision,50.566,-111.8992,1452.0,2015,1113.9
464,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,1174.0,2008,1357.159959
465,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,1201.0,2009,1450.0
466,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,949.0,2010,1493.7
467,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,899.0,2011,1346.6
468,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,741.0,2012,1310.8
469,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,640.0,2013,1200.9
470,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,648.0,2014,1088.4
471,Burnaby,BC,232755.0,Census subdivision,49.2488,-122.9805,594.0,2015,1113.9
472,Burns Lake,BC,1779.0,Census subdivision,54.2334,-125.7636,4337.0,2008,1357.159959
473,Burns Lake,BC,1779.0,Census subdivision,54.2334,-125.7636,4828.0,2009,1450.0
474,Burns Lake,BC,1779.0,Census subdivision,54.2334,-125.7636,4641.0,2010,1493.7
475,Burns Lake,BC,1779.0,Census subdivision,54.2334,-125.7636,3406.0,2011,1346.6
476,Burns Lake,BC,1779.0,Census subdivision,54.2334,-125.7636,2816.0,2012,1310.8
477,Burns Lake,BC,1779.0,Census subdivision,54.2334,-125.7636,2489.0,2013,1200.9
478,Burns Lake,BC,1779.0,Census subdivision,54.2334,-125.7636,2483.0,2014,1088.4
479,Burns Lake,BC,1779.0,Census subdivision,54.2334,-125.7636,2848.0,2015,1113.9
480,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,398.0,2008,1357.159959
481,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,274.0,2009,1450.0
482,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,381.0,2010,1493.7
483,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,426.0,2011,1346.6
484,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,361.0,2012,1310.8
485,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,382.0,2013,1200.9
486,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,313.0,2014,1088.4
487,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,357.0,2015,1113.9
488,Caledonia District,NB,,,46.133218,-64.74835,990.0,2008,1357.159959
489,Caledonia District,NB,,,46.133218,-64.74835,1041.0,2009,1450.0
490,Caledonia District,NB,,,46.133218,-64.74835,1069.0,2010,1493.7
491,Caledonia District,NB,,,46.133218,-64.74835,1319.0,2011,1346.6
492,Caledonia District,NB,,,46.133218,-64.74835,1261.0,2012,1310.8
493,Caledonia District,NB,,,46.133218,-64.74835,512.0,2013,1200.9
494,Caledonia District,NB,,,46.133218,-64.74835,0.0,2014,1088.4
495,Caledonia District,NB,,,46.133218,-64.74835,0.0,2015,1113.9
496,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,740.0,2008,1357.159959
497,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,763.0,2009,1450.0
498,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,795.0,2010,1493.7
499,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,738.0,2011,1346.6
500,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,648.0,2012,1310.8
501,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,647.0,2013,1200.9
502,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,686.0,2014,1088.4
503,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,721.0,2015,1113.9
504,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,2074.0,2008,1357.159959
505,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,2307.0,2009,1450.0
506,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,2177.0,2010,1493.7
507,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,1913.0,2011,1346.6
508,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,1332.0,2012,1310.8
509,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,1199.0,2013,1200.9
510,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,1057.0,2014,1088.4
511,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,1159.0,2015,1113.9
512,Campbellton,NB,6883.0,Census subdivision,48.0074,-66.6722,2184.0,2008,1357.159959
513,Campbellton,NB,6883.0,Census subdivision,48.0074,-66.6722,1645.0,2009,1450.0
514,Campbellton,NB,6883.0,Census subdivision,48.0074,-66.6722,2636.0,2010,1493.7
515,Campbellton,NB,6883.0,Census subdivision,48.0074,-66.6722,1731.0,2011,1346.6
516,Campbellton,NB,6883.0,Census subdivision,48.0074,-66.6722,2428.0,2012,1310.8
517,Campbellton,NB,6883.0,Census subdivision,48.0074,-66.6722,1872.0,2013,1200.9
518,Campbellton,NB,6883.0,Census subdivision,48.0074,-66.6722,2185.0,2014,1088.4
519,Campbellton,NB,6883.0,Census subdivision,48.0074,-66.6722,1637.0,2015,1113.9
520,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,2017.0,2008,1357.159959
521,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,1985.0,2009,1450.0
522,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,1999.0,2010,1493.7
523,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,1885.0,2011,1346.6
524,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,1554.0,2012,1310.8
525,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,1337.0,2013,1200.9
526,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,913.0,2014,1088.4
527,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,1318.0,2015,1113.9
528,Canmore,AB,13992.0,Census subdivision,51.0892,-115.3597,824.0,2008,1357.159959
529,Canmore,AB,13992.0,Census subdivision,51.0892,-115.3597,864.0,2009,1450.0
530,Canmore,AB,13992.0,Census subdivision,51.0892,-115.3597,990.0,2010,1493.7
531,Canmore,AB,13992.0,Census subdivision,51.0892,-115.3597,748.0,2011,1346.6
532,Canmore,AB,13992.0,Census subdivision,51.0892,-115.3597,797.0,2012,1310.8
533,Canmore,AB,13992.0,Census subdivision,51.0892,-115.3597,656.0,2013,1200.9
534,Canmore,AB,13992.0,Census subdivision,51.0892,-115.3597,447.0,2014,1088.4
535,Canmore,AB,13992.0,Census subdivision,51.0892,-115.3597,693.0,2015,1113.9
536,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,568.0,2008,1357.159959
537,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,516.0,2009,1450.0
538,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,733.0,2010,1493.7
539,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,821.0,2011,1346.6
540,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,1030.0,2012,1310.8
541,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,938.0,2013,1200.9
542,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,1032.0,2014,1088.4
543,Canora,SK,2024.0,Census subdivision,51.6339,-102.43700000000001,1544.0,2015,1113.9
544,Cape Breton Region,NS,94285.0,Census subdivision,46.0242,-60.3,1784.0,2008,1357.159959
545,Cape Breton Region,NS,94285.0,Census subdivision,46.0242,-60.3,1619.0,2009,1450.0
546,Cape Breton Region,NS,94285.0,Census subdivision,46.0242,-60.3,1063.0,2010,1493.7
547,Cape Breton Region,NS,94285.0,Census subdivision,46.0242,-60.3,950.0,2011,1346.6
548,Cape Breton Region,NS,94285.0,Census subdivision,46.0242,-60.3,1054.0,2012,1310.8
549,Cape Breton Region,NS,94285.0,Census subdivision,46.0242,-60.3,794.0,2013,1200.9
550,Cape Breton Region,NS,94285.0,Census subdivision,46.0242,-60.3,868.0,2014,1088.4
551,Cape Breton Region,NS,94285.0,Census subdivision,46.0242,-60.3,760.0,2015,1113.9
552,Caraquet,NB,4248.0,Town,47.7897,-64.9628,,2008,1357.159959
553,Caraquet,NB,4248.0,Town,47.7897,-64.9628,,2009,1450.0
554,Caraquet,NB,4248.0,Town,47.7897,-64.9628,,2010,1493.7
555,Caraquet,NB,4248.0,Town,47.7897,-64.9628,,2011,1346.6
556,Caraquet,NB,4248.0,Town,47.7897,-64.9628,,2012,1310.8
557,Caraquet,NB,4248.0,Town,47.7897,-64.9628,,2013,1200.9
558,Caraquet,NB,4248.0,Town,47.7897,-64.9628,922.0,2014,1088.4
559,Caraquet,NB,4248.0,Town,47.7897,-64.9628,614.0,2015,1113.9
560,Cardston,AB,3585.0,Census subdivision,49.1951,-113.3018,802.0,2008,1357.159959
561,Cardston,AB,3585.0,Census subdivision,49.1951,-113.3018,1102.0,2009,1450.0
562,Cardston,AB,3585.0,Census subdivision,49.1951,-113.3018,907.0,2010,1493.7
