,Characters,Dialogue,Test,Movie,Gender,length
565,MACE WINDU ,No. Whoever placed that order was not a Jedi I can assure you.,True,Attack of the Clones,,13
566,OBI-WAN (V.O.),I have a strong feeling that this bounty hunter is the assassin we're looking for.,True,Attack of the Clones,Male,15
567,YODA,Who he is working for... discover that you must.,True,Attack of the Clones,Male,9
568,OBI-WAN (V.O.),I will Master and I will also find out more about this clone army... May The Force...,True,Attack of the Clones,Male,17
569,MACE WINDU,A clone army! Ordered by someone in the Senate perhaps... Someone's out to start a war.,True,Attack of the Clones,Male,16
570,YODA,Inform the chancellor of this we must.,True,Attack of the Clones,Male,7
571,MACE WINDU,Who do you think this impostor Sido-Dyas could be?,True,Attack of the Clones,Male,9
572,ANAKIN,No...No...No...Mom!...Don't no don't!,True,Attack of the Clones,Male,3
573,ANAKIN, Don't go.,True,Attack of the Clones,Male,2
574,PADME,I don't want to disturb you.,True,Attack of the Clones,Female,6
575,ANAKIN,Your presence is soothing.,True,Attack of the Clones,Male,4
576,PADME,You had a nightmare again last night.,True,Attack of the Clones,Female,7
577,ANAKIN,Jedi don't have nightmares.,True,Attack of the Clones,Male,4
578,PADME,I heard you.,True,Attack of the Clones,Female,3
579,ANAKIN,I saw my mother. I saw her as clearly as I see you now. She's suffering Padme. She is in pain...They're killing her!  I know I'm disobeying my mandate to protect you Senator. I know I will be punished and possibly thrown out of the Jedi Order but I must go. I have to help her! I'm sorry Padme. I don't have a choice.,True,Attack of the Clones,Male,64
580,PADME,Annie I told you I wouldn't let you give up your future for me. I'll go with you. That way you can continue to protect me and you won't be disobeying your mandate.,True,Attack of the Clones,Female,33
581,ANAKIN,What about Master Obi-wan?,True,Attack of the Clones,Male,4
582,PADME,I guess we won't tell him will we?,True,Attack of the Clones,Female,8
583,TAUN WE,Boba is your father here?,True,Attack of the Clones,Female,5
584,TAUN WE, May we see him?,True,Attack of the Clones,Female,4
585,BOBA FETT,Sure.,True,Attack of the Clones,Male,1
586,BOBA FETT,Dad! Taun We's here!,True,Attack of the Clones,Male,4
587,TAUN WE,Welcome back Jango. Was your trip productive?,True,Attack of the Clones,Female,7
588,JANGO FETT,Fairly.,True,Attack of the Clones,Male,1
589,TAUN WE,This is Jedi Master Obi-Wan Kenobi. He's come to check on our progress.,True,Attack of the Clones,Female,13
590,JANGO FETT,That right?,True,Attack of the Clones,Male,2
591,OBI-WAN,Your clones are very impressive. You must be very proud.,True,Attack of the Clones,Male,10
592,JANGO FETT,I'm just a simple man trying to make my way in the universe Master Jedi.,True,Attack of the Clones,Male,15
593,OBI-WAN,Aren't we all?,True,Attack of the Clones,Male,3
594,OBI-WAN, Ever made your way as far into the interior as Coruscant?,True,Attack of the Clones,Male,11
595,JANGO FETT,Once or twice.,True,Attack of the Clones,Male,3
596,OBI-WAN,Recently?,True,Attack of the Clones,Male,1
597,JANGO FETT, Possibly...,True,Attack of the Clones,Male,1
598,OBI-WAN,Then you must know Master Sido- Dyas?,True,Attack of the Clones,Male,7
599,JANGO FETT,Boba close the door.,True,Attack of the Clones,Male,4
600,JANGO FETT, Master who?,True,Attack of the Clones,Male,2
601,OBI-WAN,Sido-Dyas. Isnt he the Jedi who hired you for this job?,True,Attack of the Clones,Male,11
602,JANGO FETT,Never heard of him. I was recuited by a man called Darth Tyranus on one of the moons of Bogden.,True,Attack of the Clones,Male,20
603,OBI-WAN,No? I thought...,True,Attack of the Clones,Male,3
604,TAUN WE,Sido-Dyas told us to expect him. And he showed up just when your Jedi Master said he would. We have kept the Jedis involvement a secret until your arrival just as your Master requested.,True,Attack of the Clones,Female,34
605,OBI-WAN,Curious...,True,Attack of the Clones,Male,1
606,JANGO FETT,Do you like your army?,True,Attack of the Clones,Male,5
607,OBI-WAN,It seems to me it's your army - being that they are all clones of you.,True,Attack of the Clones,Male,16
608,JANGO FETT, They'll do their job well I'll guarantee that.,True,Attack of the Clones,Male,8
609,OBI-WAN,I look forward to seeing them in action. Thank you for your time Jango.,True,Attack of the Clones,Male,14
610,JANGO FETT,Always a pleasure to meet a Jedi.,True,Attack of the Clones,Male,7
611,BOBA,What is it Dad?,True,Attack of the Clones,,4
612,ANAKIN, Wait please.,True,Attack of the Clones,Male,2
613,WATTO, No not that one - that one!,True,Attack of the Clones,Male,7
614,ANAKIN, Excuse me Watto.,True,Attack of the Clones,Male,3
615,WATTO, What?,True,Attack of the Clones,Male,1
616,ANAKIN, I said excuse me.,True,Attack of the Clones,Male,4
617,WATTO, Shut down.,True,Attack of the Clones,Male,2
618,WATTO, What? I don't know you... What can I do for you? You look like a Jedi. Whatever it is... I didn't do it.,True,Attack of the Clones,Male,23
619,ANAKIN,Let me help you with that.,True,Attack of the Clones,Male,6
620,ANAKIN, I'm looking for Shmi Skywalker.,True,Attack of the Clones,Male,5
621,WATTO,Annie?? Little Annie?? Naaaah!!,True,Attack of the Clones,Male,4
622,WATTO, You are Annie! It is you! You little womp rat.,True,Attack of the Clones,Male,10
623,WATTO, You sure sprouted Weehoo! A Jedi! Waddya know? Hey maybe you couldda help wit some daedbeats who owe...,True,Attack of the Clones,Male,18
624,ANAKIN,My mother...,True,Attack of the Clones,Male,2
625,WATTO,Oh yeah. Shmi... she's not mine no more. I sold her.,True,Attack of the Clones,Male,11
626,ANAKIN,Sold her...,True,Attack of the Clones,Male,2
627,WATTO,Years ago. Sorry Anne but you know business is business. Sold her to a moisture farmer named Lars. Least I think it was Lars. Believe it or not I heard he freed her and married her. Can ya beat that?,True,Attack of the Clones,Male,40
628,ANAKIN,Do you know where they are?,True,Attack of the Clones,Male,6
629,WATTO,Long way from here... someplace over on the other side of Mos Eisley I think...,True,Attack of the Clones,Male,15
630,ANAKIN,I'd like to know.,True,Attack of the Clones,Male,4
631,WATTO,Yeah... sure... absolutely. Let's go look in my records.,True,Attack of the Clones,Male,9
632,LAMA SU,Tell your Council the first battalions are ready. And remind them that if they need more troops we will need time to grow them.,True,Attack of the Clones,Male,24
633,OBI-WAN,I won't forget.,True,Attack of the Clones,Male,3
634,BOBA FETT,Dad!!,True,Attack of the Clones,Male,1
635,PADME,Stay with the ship Artoo.,True,Attack of the Clones,Female,5
636,THREEPIO,Good evening. May I help you?,True,Attack of the Clones,Droid,6
637,ANAKIN,Threepio?,True,Attack of the Clones,Male,1
638,THREEPIO,Oh my... oh my! Master Anakin! My goodness I can hardly believe it! And this must be Miss Padme.,True,Attack of the Clones,Droid,19
639,PADME,Hello Threepio.,True,Attack of the Clones,Female,2
640,ANAKIN,I've come to see my mother.,True,Attack of the Clones,Male,6
641,THREEPIO,Oh dear! I'm so terribly sorry Master Annie.,True,Attack of the Clones,Droid,8
642,PADME,Threepio what's happened?,True,Attack of the Clones,Female,3
643,THREEPIO,I think we'd better go inside.,True,Attack of the Clones,Droid,6
644,THREEPIO,Master Lars - Master Owen! Somebody to see you!,True,Attack of the Clones,Droid,9
645,ANAKIN,I'm Anakin Skywalker. I'm here looking for my mother.,True,Attack of the Clones,Male,9
646,OWEN,Owen Lars... I guess I'm your step-brother.  This is my girlfriend Beru.,True,Attack of the Clones,Male,12
647,BERU,Hello.,True,Attack of the Clones,,1
648,PADME,I'm Padme.,True,Attack of the Clones,Female,2
649,OWEN,I had a feeling you might show up some day.,True,Attack of the Clones,Male,10
650,ANAKIN,Is my mother here?,True,Attack of the Clones,Male,4
651,CLIEGG,No she's not.,True,Attack of the Clones,Male,3
652,CLIEGG, Cliegg Lars. Shmi is my wife... Come on inside. We have a lot to talk about.,True,Attack of the Clones,Male,16
653,CLIEGG (O.S.),It was just before dawn. They came out of nowhere. A hunting party of Tusekn Raiders.,True,Attack of the Clones,Male,16
654,CLIEGG,Your mother had gone out early like she always did to pick mushrooms that grow on the vaporatos. From the tracks she was about halfway when they took her. Those Tuskens walk like men but they're vicious mindless monsters. Thirty of us went out after her. Four of us came back. Three more are still out there looking. I'd be with them only... I just couldn't ride any more... until I heal.,True,Attack of the Clones,Male,72
655,CLIEGG, This isn't the way I wanted to meet you son. This isn't how your mother and I planned it. I don't want to give up on her but she's been gone a month. There's little hope she's lasted this long.,True,Attack of the Clones,Male,40
656,OWEN,Where are you going?,True,Attack of the Clones,Male,4
657,ANAKIN,To find my mother.,True,Attack of the Clones,Male,4
658,PADME,No Annie!,True,Attack of the Clones,Female,2
659,CLIEGG,She's daed son. Accept it.,True,Attack of the Clones,Male,5
660,ANAKIN,I can feel her pain and I will find her. I know she's alive.,True,Attack of the Clones,Male,14
661,ANAKIN,You are going to have to stay here. These are good people Padme. You'll be safe.,True,Attack of the Clones,Male,16
662,OWEN,Take my speeder bike.,True,Attack of the Clones,Male,4
663,PADME,Anakin...,True,Attack of the Clones,Female,1
664,ANAKIN,I trust you'll watch over her Owen.,True,Attack of the Clones,Male,7
665,OWEN,Don't worry.,True,Attack of the Clones,Male,2
666,ANAKIN,I won't be long.,True,Attack of the Clones,Male,4
667,JANGO FETT,Nearly there son.,True,Attack of the Clones,Male,3
668,BOBA FETT,Dad look!!,True,Attack of the Clones,Male,2
669,JANGO FETT,Hang on!,True,Attack of the Clones,Male,2
670,BOBA FETT,Dad! Watch out!,True,Attack of the Clones,Male,3
671,JANGO FETT,Stay calm son. We'll be fine. That Jedi won't be able to follow us through this.,True,Attack of the Clones,Male,16
672,BOBA FETT,Got him! Yeahhhhh!,True,Attack of the Clones,Male,3
673,JANGO FETT,We won't see him again.,True,Attack of the Clones,Male,5
674,THREEPIO,Please don't leave us Miss Padme. These people need your help.,True,Attack of the Clones,Droid,11
675,PADME,I'm not leaving Threepio. I just can't sleep.,True,Attack of the Clones,Female,8
676,THREEPIO,That's something I cannot relate to. As a Protocol Droid I'm either active or inactive. There's no in-between.,True,Attack of the Clones,Droid,18
677,PADME,I guess you're lucky.,True,Attack of the Clones,Female,4
678,THREEPIO,Do you really think so..? I suppose I shouldn't expect...,True,Attack of the Clones,Droid,10
679,PADME,You're not happy here?,True,Attack of the Clones,Female,4
680,THREEPIO,Oh I'm not unhappy... and my masters here ar so kind I wouldn't wish to trouuble them it's just... being like this... well it's embarrassing.,True,Attack of the Clones,Droid,25
681,PADME,Being like what?,True,Attack of the Clones,Female,3
682,THREEPIO,Naked. If you pardon the expression. You see when Master Annie made me he never quite found the time to give me any outer covering. It's so humiliating. How would you like it if you had to go around with all your circuits showing?,True,Attack of the Clones,Droid,44
683,PADME,I guess I wouldn't like it at all.,True,Attack of the Clones,Female,8
684,THREEPIO,Of course you wouldn't. Nobody would. It's simply not protocol.,True,Attack of the Clones,Droid,10
685,PADME,Maybe we can do something about it.,True,Attack of the Clones,Female,7
686,THREEPIO,I don't think so. Only Master Annie...,True,Attack of the Clones,Droid,7
687,PADME,Why not? They seem to have a box of old coverings here.,True,Attack of the Clones,Female,12
688,THREEPIO,Oh? How observant of you Miss Padme. Of course I'm just not mechanically minded... if you see what I mean.,True,Attack of the Clones,Droid,20
689,PADME,Let's see if we put this... here...,True,Attack of the Clones,Female,7
690,THREEPIO,Ooooh! That's tickles.,True,Attack of the Clones,Droid,3
691,PADME,You'll have to be quiet Threepio. Hold still please.,True,Attack of the Clones,Female,9
692,ANAKIN,Mom... Mom... Mom... ,True,Attack of the Clones,Male,3
693,SHMI,Annie...? Is it you?,True,Attack of the Clones,Female,4
694,ANAKIN,Im here Mom. Youre safe. Hang on. Im going to get you out of here...,True,Attack of the Clones,Male,15
695,SHMI,Im so glad... to see you Annie... Now... I am complete...,True,Attack of the Clones,Female,11
696,ANAKIN,Just stay with me Mom. Im going to make you well again. Everythings going to be fine.,True,Attack of the Clones,Male,17
697,SHMI,You look so handsome. My son... my grown-up son. Im so proud of you Annie... so proud... I missed you so much... I love...,True,Attack of the Clones,Female,24
698,OBI-WAN,"""Guiding light"" to ""old folks home.""",True,Attack of the Clones,Male,6
699,OBI-WAN,...Starships from the Trade Federation and the Commerce Guilds are taking deliveries of battle droids from the foundries on Geonosis.,True,Attack of the Clones,Male,20
700,BAIL ORGANA,That's outrageous! The treaty forbids the Trade Federation from building up an army. What are they doing?!,True,Attack of the Clones,Male,17
701,OBI-WAN,The droid foundry seems to be working at full capacity. I am going to go down and investigate. I will bring Jango Fett back home for interrogation.,True,Attack of the Clones,Male,27
702,PALPATINE,Those Geonosian foundries are part of the Techno Union. We will call in their representatives and ask them a few very pointed questions.,True,Attack of the Clones,Male,23
703,OBI-WAN,One more thing. Jango mentioned he was recruited by someone named Darth Tyranus. Any idea who that might be?,True,Attack of the Clones,Male,19
704,YODA,With the forename Darth a Sith he must be.,True,Attack of the Clones,Male,9
705,MACE WINDU ,Our missing apprentice. They are playing their hand at last.,True,Attack of the Clones,,10
706,OBI-WAN,Do you believe he could be the mysterious Sido-Dyas who made the deal for the clone army?,True,Attack of the Clones,Male,17
707,YODA,Perhaps too many pieces are missing from this puzzle there are.,True,Attack of the Clones,Male,11
708,MACE WINDU ,Be careful Obi-Wan. This investigation is becoming less than routine. Do you need help?,True,Attack of the Clones,,14
709,OBI-WAN,Let me see if I can figure out what's going on first.,True,Attack of the Clones,Male,12
710,BAIL ORGANA,The Commerce Guilds are preparing for war... there can be no doubt of that.,True,Attack of the Clones,Male,14
711,PALPATINE,Count Dooku must have made a treaty with them.,True,Attack of the Clones,Male,9
712,MACE WINDU ,We must stop them soon before they're fully ready.,True,Attack of the Clones,,9
713,SENATOR ASK AAK,The debate is over we need that clone army now!,True,Attack of the Clones,Male,10
714,BAIL ORGANA,Unfortunately the debate is not over. The Senate will never be able to approve the use of that army before the separatists attack.,True,Attack of the Clones,Male,23
715,MAS AMEDDA,This is a crisis! If the Senate votes the Chancellor emergency powers he could approve the use of the army in a minute.,True,Attack of the Clones,Male,23
716,PALPATINE,Please please I don't wish to have emergency powers. That's too extreme a solution. It's akin to a dictatorship. We must rely on the Jedi. Master Yoda how many are available to go to Geonosis?,True,Attack of the Clones,Male,35
717,YODA,Two Hundred... less or more.,True,Attack of the Clones,Male,5
718,BAIL ORGANA,With all due respect for the Jedi Order two hundred will be no match for hundreds of thousands of battle droids.,True,Attack of the Clones,Male,21
719,MACE WINDU ,Patience. We should wait for Obi- Wan to report back. We don't know that Count Dooku has made a treaty with the Corporate Alliance it's speculation.,True,Attack of the Clones,,26
720,SENATOR ASK AAK,But we must prepare for the worst. I'm going to propose a motion granting emergency powers to the Chancellor at the next session. We must not wait!,True,Attack of the Clones,Male,27
721,PALPATINE,Out of the question Senator! You and I are too closely aligned. The issue will become partisan and debates will begin. The proposal must come from a neutral source.,True,Attack of the Clones,Male,29
722,MAS AMEDDA,If only Senator Amidala were here.,True,Attack of the Clones,Male,6
723,JAR JAR,Supreme Chancellor... my august colleagues I would be proud to propose the motion in question. This is a grave situation and I'm sure Senator Amidala and the Queen of Naboo would agree.,True,Attack of the Clones,Male,32
724,SENATOR ASK AAK,Thank you Representative Binks.,True,Attack of the Clones,Male,4
725,PALPATINE,If called upon I will serve. But it will be the saddest day of my life.,True,Attack of the Clones,Male,16
726,PADME,There!,True,Attack of the Clones,Female,1
727,THREEPIO,Um. How do I look?,True,Attack of the Clones,Droid,5
728,OWEN,Great! You look perfect.,True,Attack of the Clones,Male,4
729,THREEPIO,Perfect? Oh Miss Padme I'm so happy!  Oh pardon me.,True,Attack of the Clones,Droid,10
730,THREEPIO, Thank you.,True,Attack of the Clones,Droid,2
731,THREEPIO, Thank you! Thank you! Thank you!,True,Attack of the Clones,Droid,6
732,OWEN, Well Padme I think he should be yours from now on... I know that is what my Mom would want.,True,Attack of the Clones,Male,20
733,THREEPIO,Oh my!,True,Attack of the Clones,Droid,2
734,BERU (V.O.),Come topside everybody! He's back! He's back!,True,Attack of the Clones,Female,7
735,OBI-WAN,...Alliance have pledged their armies to Count Dooku and are forming an... Wait!... ah... attack... I don't... make it... aaaggghhh!,True,Attack of the Clones,Male,20
736,ANAKIN,I'm going after him!,True,Attack of the Clones,Male,4
737,PADME,I thought the first thing he said was to retransmit his message to Coruscant.,True,Attack of the Clones,Female,14
738,ANAKIN,Yeah you're right you're right.,True,Attack of the Clones,Male,5
739,MACE WINDU ,We will deal with Count Dooku. The most important thing for you Anakin is to stay where you are. Protect the Senator at all costs. That is your priority.,True,Attack of the Clones,,29
740,ANAKIN,Understood Master.,True,Attack of the Clones,Male,2
741,PADME,They'll never get there in time to save him. They have to come half way across the galaxy. Look Geonosis is less than a parsec away.,True,Attack of the Clones,Female,26
742,ANAKIN,If he's still alive.,True,Attack of the Clones,Male,4
743,PADME,Annie are you just going to sit here and let him die?? He's your friend... your mentor...,True,Attack of the Clones,Female,17
744,ANAKIN,...He's like my father but you heard Master Windu. He gave me strict orders to stay here.,True,Attack of the Clones,Male,17
745,PADME,He gave you strict orders to protect me...,True,Attack of the Clones,Female,8
746,PADME, ...and I'm going to save Obi-Wan. So if you plan to protect me you will have to come along.,True,Attack of the Clones,Female,19
747,MACE WINDU ,The longer we wait the stronger Dooku's armies become. We cannot wait for the Senate to make up its mind about granting the Chancellor emergency powers in order to be able to use that clone army... We have the authority to go now. We must go now.,True,Attack of the Clones,,47
748,YODA,Agreed Master Windu. Two hundred Jedi send. Enough let's hope they are.,True,Attack of the Clones,Male,12
749,MAS AMEDDA,Order! Order!!,True,Attack of the Clones,Male,2
750,PALPATINE,In the regrettable absence of Senator Amidala the chair recognises Senior Representative of Naboo Jar Jar Binks.,True,Attack of the Clones,Male,17
751,JAR JAR,Senators dellow felagates...,True,Attack of the Clones,Male,3
752,MAS AMEDDA,Order! The Senate will accord the Representative the courtesy of a hearing!,True,Attack of the Clones,Male,12
753,JAR JAR,In response to the direct threat to the Republic from the Confederacy of Independent Systems I propose that the Senate gives immediate emergency powers to the Supreme Chancellor.,True,Attack of the Clones,Male,28
754,JAR JAR, Who can deny these are exceptional times? Exceptional times demand exceptional measures! Exceptional measures demand exceptional men!,True,Attack of the Clones,Male,17
755,ORN FREE TAA,We won't support a dictator.,True,Attack of the Clones,Male,5
756,JAR JAR,That is the sentiment every one of us agrees with! And when the shadow of war has dispersed and the bright day of liberty has dawned once again the power we now give to the Supreme Chancellor will be gladly and swiftly returned. Out ancient liberties will be restored to us burnished even more brightly than before!,True,Attack of the Clones,Male,57
757,PALPATINE,It is with great reluctance that I have agreed to this calling. I love democracy... I love the Republic. The fact that this crisis is demanding I be given absolute power to tule over you is evident. But I am mild by nature and have no desire to destroy the democratic process. The power you give me I will lay down when this crisis has abated I promise you. And all I ask in return is when my current term of office is over you allow me to reture and live out my life in peace.,True,Attack of the Clones,Male,96
758,MAS AMEDDA,We shall proceed to the vote. All those in favor of granting emergency powers to the Supreme Chancellor signal ate at this time... those opposed?,True,Attack of the Clones,Male,25
759,ANAKIN,Hey where are you going?,True,Attack of the Clones,Male,5
760,PADME,To find Obi-Wan.,True,Attack of the Clones,Female,3
761,ANAKIN,No! You're not!,True,Attack of the Clones,Male,3
762,PADME,Let go of me!,True,Attack of the Clones,Female,4
763,ANAKIN,I'm not letting you go out there. It's too dangerous.,True,Attack of the Clones,Male,10
764,PADME,What?!?,True,Attack of the Clones,Female,1
765,ANAKIN,It's my job to protect you. I said it's too dangerous. You're not going and that's final!,True,Attack of the Clones,Male,17
766,PADME,Don't you give me orders Annie! I'm a Senator of the Galactic Republic. You have no authority to contain me restrain me or direct me! You remember your place young man.  Now you can come along and protect me or stay here. It's up to you.,True,Attack of the Clones,Female,46
767,THREEPIO,Yes it is Artoo. Most confusing. One moment they're generating a pleasant mutual attraction and the next waves of violent hostility. Even though I'm programmed to understand them I doubt if I ever shall.,True,Attack of the Clones,Droid,34
768,PADME, It's empty!,True,Attack of the Clones,Female,2
769,PADME,Wait!,True,Attack of the Clones,Female,1
770,COUNT DOOKU,Senator Amidala I've heard so much about you.,True,Attack of the Clones,Male,8
771,PADME,Count Dooku I assume.,True,Attack of the Clones,Female,4
772,COUNT DOOKU,I'm delighted to meet you at last. We have a great deal to discuss Senator. I hope you can keep your young Jedi under control.,True,Attack of the Clones,Male,25
773,PADME,Don't worry he's housebroken.,True,Attack of the Clones,Female,4
774,PADME,You are holding a Jedi Knight Obi- Wan Kenobi. I am formally requesting you turn him over to me now.,True,Attack of the Clones,Female,20
775,COUNT DOOKU,He has been convicted of espionage Senator and will be executed. In just a few hours I believe.,True,Attack of the Clones,Male,18
776,PADME,He is an officer of the Republic. You can't do that.,True,Attack of the Clones,Female,11
777,COUNT DOOKU,We don't recognise the Republic here Senator. But if Naboo were to join our Alliance I could easily hear your plea for clemency.,True,Attack of the Clones,Male,23
778,PADME,And if I don't join your rebellion I assume this Jedi with me will also die?,True,Attack of the Clones,Female,16
779,COUNT DOOKU,I don't wish to make you to join our cause against your will Senator but you are a rational honest representative of your people and I assume you want to do what's in their best interest. Aren't you fed up with the corruption the bureaucrats the hypocrisy of it all?.. Aren't you? Be honest Senator.,True,Attack of the Clones,Male,55
780,PADME,The ideals are still alive Count even if the institution is failing.,True,Attack of the Clones,Female,12
781,COUNT DOOKU,You believe in the same ideals we believe in! The same ideals we are striving to make prominent.,True,Attack of the Clones,Male,18
782,PADME,If what you say is true you should stay in the Republic and help Chancellor Palpatine put things right.,True,Attack of the Clones,Female,19
783,COUNT DOOKU,The Chancellor means well M'Lady but he is incompetent. He has promised to cut the bureaucracy but the bureaucrats are stronger than ever no? Senator the Republic cannot be fixed. It is time to start over. The democratic process in the Republic is a sham a shell game played on the voters. It will not be long before the cult of greed called the Republic will lose even the pretext of democracy and freedom.,True,Attack of the Clones,Male,74
784,PADME,I cannot believe that. I will not forsake all I have honoured and worked for and betray the Republic. I know of your treaties with the Trade Federation the Commerce Guilds and the others Count. What is happening here is not government that has been bought out by business... it's business becoming government!,True,Attack of the Clones,Female,53
785,COUNT DOOKU,Are you willing to betray your Jedi friends? Without your co-operation I can do nothing to stop their execution.,True,Attack of the Clones,Male,19
786,PADME,What is to happen to me? Am I to be executed also?,True,Attack of the Clones,Female,12
787,COUNT DOOKU,I wouldn't think of such an offence. But there are individuals who have a strong interest in your demise M'lady. It has nothing to do with politics I'm afraid. It's purely personal and they have already paid great sums to have you assassinated. I'm sure they will push hard to have you included in the executions. I'm sorry but if you are not going to co-operate I must turn you over to the Geonosians for justice. I've done all I can for you.,True,Attack of the Clones,Male,83
788,JANGO FETT,I'll take that weapon.,True,Attack of the Clones,Male,4
789,COUNT DOOKU,You may cause a lot of bloodshed my young Jedi but you will not escape.,True,Attack of the Clones,Male,15
790,PADME,Anakin...,True,Attack of the Clones,Female,1
791,SUN RIT,You have been charged and found guilty of Espionage.,True,Attack of the Clones,Male,9
792,POGGLE,Do you have anything to say before your sentence is carried out?,True,Attack of the Clones,Male,12
793,PADME,You are committing an act of war Archduke. I hope you are prepared for the consequences.,True,Attack of the Clones,Female,16
794,POGGLE,We build weapons Senator... that is our business! Of course we're prepared!,True,Attack of the Clones,Male,12
795,NUTE GUNRAY,Get on with it. Carry out the sentence. I want to see her suffer.,True,Attack of the Clones,Male,14
796,POGGLE,Your other Jedi friend is waiting for you Senator. Take them to the arena!,True,Attack of the Clones,Male,14
797,ANAKIN,Don't be afraid.,True,Attack of the Clones,Male,3
798,PADME,I'm not afraid to die. I've been dying a little bit each day since you came back into my life.,True,Attack of the Clones,Female,20
799,ANAKIN,What are you talking about?,True,Attack of the Clones,Male,5
800,PADME,I love you.,True,Attack of the Clones,Female,3
801,ANAKIN,You love me?! I thought we decided not to fall in love. That we would be forced to live a lie. That it would destroy our lives...,True,Attack of the Clones,Male,27
802,PADME,I think our lives are about to be destroyed anyway. My love for you is a puzzle Annie for which I have no answers. I can't control it... and now I don't care. I truly deeply love you and before we die I want you to know.,True,Attack of the Clones,Female,47
803,ANAKIN,I have no desire to be cured of this love either. Long or short I vow to spend the rest of my life with you.,True,Attack of the Clones,Male,25
804,OBI-WAN,I was beginning to wonder if you had gotten my message.,True,Attack of the Clones,Male,11
805,ANAKIN,I retransmitted it as you requested Master. Then we decided to come and rescue you.,True,Attack of the Clones,Male,15
806,OBI-WAN,It looks like you're going a good job so far.,True,Attack of the Clones,Male,10
807,SUN RIT,The felons before you have been convicted of espionage against the Sovereign System of Geonosis. Their sentence of death is to be carried out in this public arena henceforth.,True,Attack of the Clones,Male,29
808,POGGLE,Let the executions begin!,True,Attack of the Clones,Male,4
809,ANAKIN,I have a bad feeling about this.,True,Attack of the Clones,Male,7
810,OBI-WAN,Take the one the left. I'll take the one on the right.,True,Attack of the Clones,Male,12
811,ANAKIN,What about Padme?,True,Attack of the Clones,Male,3
812,OBI-WAN,It looks like she's already on top of things.,True,Attack of the Clones,Male,9
813,NUTE GUNRAY,Foul!! She can't do that... shoot her or something!,True,Attack of the Clones,Male,9
814,ANAKIN,You okay?,True,Attack of the Clones,Male,2
815,PADME, Sure! Well sort of.,True,Attack of the Clones,Female,4
816,ANAKIN,Jump!!!,True,Attack of the Clones,Male,1
817,NUTE GUNRAY,This isn't how it's supposed to be! Jango finish her off.,True,Attack of the Clones,Male,11
818,COUNT DOOKU, Patiece Viceroy... she will die. Maybe this is the way it's supposed to end.,True,Attack of the Clones,Male,14
819,THREEPIO,Yes it has been rather a long time. Do you suppose something's happened to them?,True,Attack of the Clones,Droid,15
820,THREEPIO, Danger? Oh no I shouldn't think so. It looks a very dull planet to me. They should be back shortly. Just stop worrying Artoo.,True,Attack of the Clones,Droid,24
821,COUNT DOOKU,Master Windu how pleasant of you to join us. You're just in time for the moment of truth. I would think these two new boys of yours could use a little more training.,True,Attack of the Clones,Male,33
822,MACE WINDU ,Sorry to disappoint you Dooku. This party's over.,True,Attack of the Clones,,8
823,COUNT DOOKU, Brave but stupid my old Jedi friend. You're impossibly outnumbered.,True,Attack of the Clones,Male,10
824,MACE WINDU ,I don't think so. One Jedi has to be worth a hundred Geonosians.,True,Attack of the Clones,,13
825,COUNT DOOKU,It wasn't the Geonosians I was thinking about. How well do you think one Jedi will hold up against a thousand battle droids?,True,Attack of the Clones,Male,23
826,THREEPIO,I don't hear anything.  You're scaring me! Stop imagining things!,True,Attack of the Clones,Droid,10
827,OBI-WAN,Someone's got to - shut down - these droids.,True,Attack of the Clones,Male,9
828,MACE WINDU ,Don't worry! It's being - taken care of!,True,Attack of the Clones,,8
829,PLO KOON,We've done it! Now we have a chance!,True,Attack of the Clones,Male,8
830,KI-ADI-MUNDI,The system's off but they're still active. That's a new feature. They are independent of the control system.,True,Attack of the Clones,Male,18
831,COUNT DOOKU,Master Windu!,True,Attack of the Clones,Male,2
832,COUNT DOOKU, Surrender - and your lives will be  spared.,True,Attack of the Clones,Male,8
833,MACE WINDU ,We will not be hostages for you to barter with Dooku.,True,Attack of the Clones,,11
834,COUNT DOOKU,Then I'm sorry old friend. You will have to be destroyed.,True,Attack of the Clones,Male,11
835,PADME,Look!,True,Attack of the Clones,Female,1
836,YODA,Come on - hurry! Hurry!,True,Attack of the Clones,Male,5
837,YODA,More battalions to the left. Encircle them we must then divide.,True,Attack of the Clones,Male,11
838,THREEPIO,I'm sure I heard something this time. Didn't you? It's probably just a celebration,True,Attack of the Clones,Droid,14
839,OBI-WAN,Hold on! Look over there...,True,Attack of the Clones,Male,5
840,ANAKIN,It's Dooku go after him!,True,Attack of the Clones,Male,5
841,ANAKIN, Padme!!!,True,Attack of the Clones,Male,1
842,ANAKIN, Put the ship down! Down!,True,Attack of the Clones,Male,5
843,OBI-WAN,No! Forget her. We have to go after Dooku.,True,Attack of the Clones,Male,9
844,ANAKIN,No we're not!! Land this ship!,True,Attack of the Clones,Male,6
845,OBI-WAN,Don't let your personal feelings get in the way. We've got a job to do.,True,Attack of the Clones,Male,15
846,ANAKIN,I don't care!.. Go back.,True,Attack of the Clones,Male,5
847,OBI-WAN,Anakin! She's all right! Look.,True,Attack of the Clones,Male,5
848,OBI-WAN, Follow that speeder!,True,Attack of the Clones,Male,3
