,Characters,Dialogue,Movie
705,ANAKIN, I'm sorry I was held up. I have no excuse.,Revenge of the Sith
706,OBI-WAN, In short they are going very well. Saleucami has fallen and Master Vos has moved his troops to Boz Pity.,Revenge of the Sith
707,ANAKIN, What's wrong then?,Revenge of the Sith
708,OBI-WAN, The Senate is expected to vote more executive powers to the Chancellor today.,Revenge of the Sith
709,ANAKIN, Well that can only mean less deliberating and more action. Is that bad? It will make it easier for us to end this war.,Revenge of the Sith
710,OBI-WAN, Anakin be careful of your friend Palpatine.,Revenge of the Sith
711,ANAKIN, Be careful of what?,Revenge of the Sith
712,OBI-WAN, He has requested your presence.,Revenge of the Sith
713,ANAKIN, What for?,Revenge of the Sith
714,OBI-WAN, He would not say.,Revenge of the Sith
715,ANAKIN, He didn't inform the Jedi Council? That's unusual isn't it?,Revenge of the Sith
716,OBI-WAN, All of this is unusual and it's making me feel uneasy. You're probably aware that relations between the Council and the Chancellor are stressed.,Revenge of the Sith
717,ANAKIN, I know the Council has grown wary of the Chancellor's power mine also for that matter. Aren't we all working together to save the Republic? Why all this distrust?,Revenge of the Sith
718,OBI-WAN, The Force grows dark Anakin and we are all affected by it. Be wary of your feelings.,Revenge of the Sith
721,PALPATINE, Anakin this afternoon the Senate is going to call on me to take direct control of the Jedi Council.,Revenge of the Sith
722,ANAKIN, The Jedi will no longer report to the Senate?,Revenge of the Sith
723,PALPATINE, They will report to me . . . personally. The Senate is too unfocused to conduct a war. This will bring a quick end to things.,Revenge of the Sith
724,ANAKIN, I agree but the Jedi Council may not see it that way.,Revenge of the Sith
725,PALPATINE, There are times when we must all endure adjustments to the constitution in the name of security.,Revenge of the Sith
726,ANAKIN, With all due respect sir the Council is in no mood for more constitutional amendments.,Revenge of the Sith
727,PALPATINE, Thank you my friend but in this case I have no choice . . . this war must be won.,Revenge of the Sith
728,ANAKIN, Everyone will agree on that.,Revenge of the Sith
729,PALPATINE, Anakin I've known you since you were a small boy. I have advised you over the years when I could ... I am very proud of your accomplishments. You have won many battles the Jedi Council thought were lost . . . and you saved my life. I hope you trust me Anakin.,Revenge of the Sith
730,ANAKIN, Of course.,Revenge of the Sith
731,PALPATINE, I need your help son.,Revenge of the Sith
732,ANAKIN, What do you mean?,Revenge of the Sith
733,PALPATINE, I fear the Jedi. The Council keeps pushing for more control. They're shrouded in secrecy and obsessed with maintaining their autonomy . . . ideals. I find simply incomprehensible in a democracy.,Revenge of the Sith
734,ANAKIN, I can assure you that the Jedi are dedicated to the values of the Republic sir.,Revenge of the Sith
735,PALPATINE, Nevertheless their actions will speak more loudly than their words. I'm depending on you.,Revenge of the Sith
736,ANAKIN, For what? I don't understand.,Revenge of the Sith
737,PALPATINE, To be the eyes ears and voice of the Republic . . .,Revenge of the Sith
739,PALPATINE,  Anakin . . . I'm appointing you to be my personal representative on the Jedi Council.,Revenge of the Sith
740,ANAKIN, Me? A Master? I am overwhelmed sir but the Council elects its own members. They will never accept this.,Revenge of the Sith
741,PALPATINE, I think they will . . . they need you more than you know.,Revenge of the Sith
744,BAIL ORGANA, Now that he has control of the Jedi Council the Chancellor has appointed Governors to oversee all star systems in the Republic.,Revenge of the Sith
745,FANG ZAR, When did this happen?,Revenge of the Sith
746,BAIL ORGANA, The decree was posted this morning.,Revenge of the Sith
747,PADME, Do you think he will dismantle the Senate?,Revenge of the Sith
748,MON MOTHMA, Why bother? As a practical matter the Senate no longer exists.,Revenge of the Sith
749,GIDDEAN DANU, The constitution is in shreds. Amendment after amendment . . . executive directives sometimes a dozen in one day.,Revenge of the Sith
750,BAIL ORGANA, We can't let a thousand years of democracy disappear without a fight.,Revenge of the Sith
752,TERR TANEEL, What are you suggesting?,Revenge of the Sith
753,BAIL ORGANA, I apologize. I didn't mean to sound like a Separatist.,Revenge of the Sith
754,MON MOTHMA, We are not Separatists trying to leave the Republic. We are loyalists trying to preserve democracy in the Republic.,Revenge of the Sith
755,BAIL ORGANA, It has become increasingly clear to many of us that the Chancellor has become an enemy of democracy.,Revenge of the Sith
756,PADME, I can't believe it has come to this! Chancellor Palpatine is one of my oldest advisors. He served as my Ambassador when I was Queen.,Revenge of the Sith
757,GlDDEAN DANU, Senator I fear you underestimate the amount of corruption that has taken hold in the Senate.,Revenge of the Sith
758,MON MOTHMA, The Chancellor has played the Senators well. They know where the power lies and they will do whatever it takes to share in it. Palpatine has become a dictator and we have helped him to do it.,Revenge of the Sith
759,BAIL ORGANA, We can't sit around debating any longer we have decided to do what we can to stop it. Senator Mon Mothma and I are putting together an organization . . .,Revenge of the Sith
760,PADME, Say no more. Senator Organa. I understand. At this point it's better to leave some things unsaid.,Revenge of the Sith
761,BAIL ORGANA, Yes. I agree and we must not discuss this with anyone without everyone in this group agreeing.,Revenge of the Sith
762,MON MOTHMA, That means those closest to you . . . even family ... no one can be told.,Revenge of the Sith
764,PADME, Agreed.,Revenge of the Sith
769,MACE, Anakin Skywalker we have approved your appointment to the Council as the Chancellor's personal representative.,Revenge of the Sith
770,ANAKIN, I will do my best to uphold the principles of the Jedi Order.,Revenge of the Sith
771,YODA, Allow this appointment lightly the Council does not. Disturbing is this move by Chancellor Palpatine.,Revenge of the Sith
772,ANAKIN, I understand.,Revenge of the Sith
773,MACE, You are on this Council but we do not grant you the rank of Master.,Revenge of the Sith
775,ANAKIN, What? ! How can you do this?? This is outrageous it's unfair . . . I'm more powerful than any of you. How can you be on the Council and not be a Master?,Revenge of the Sith
776,MACE, Take a seat young Skywalker.,Revenge of the Sith
777,ANAKIN, Forgive me Master.,Revenge of the Sith
779,Kl-ADI-MUNDI, We have surveyed all systems in the Republic and have found no sign of General Grievous.,Revenge of the Sith
780,YODA, Hiding in the Outer Rim Grievous is. The outlying systems you must sweep.,Revenge of the Sith
781,OBI-WAN, It may take some time . . . we do not have many ships to spare.,Revenge of the Sith
782,MACE, We cannot take ships from the front line.,Revenge of the Sith
783,OBI-WAN, And yet it would be fatal for us to allow the droid armies to regroup.,Revenge of the Sith
784,YODA, Master Kenobi our spies contact you must and then wait.,Revenge of the Sith
785,Kl-ADI-MUNDI, What about the droid attack on the Wookiees?,Revenge of the Sith
786,MACE, It is critical we send an attack group there immediately!,Revenge of the Sith
787,OBI-WAN, He's right that is a system we cannot afford to lose. It's the main navigation route for the southwestern quadrant.,Revenge of the Sith
788,ANAKIN, I know that system well. It would take us little time to drive the droids off that planet.,Revenge of the Sith
789,MACE, Skywalker your assignment is here with the Chancellor and Kenobi must find General Grievous.,Revenge of the Sith
790,YODA, Go I will. Good relations with the Wookiees I have.,Revenge of the Sith
791,MACE, It is settled then. Yoda will take a battalion of clones to reinforce the Wookiees on Kashyyyk. May the Force be with us all.,Revenge of the Sith
795,ANAKIN, What kind of nonsense is this put me on the Council and not make me a Master!?? That's never been done in the history of the Jedi. It's insulting!,Revenge of the Sith
796,OBI-WAN, Calm down Anakin. You have been given a great honor. To be on the Council at your age . . . It's never happened before. Listen to me Anakin. The fact of the matter is you're too close to the Chancellor. The Council doesn't like it when he interferes in Jedi affairs.,Revenge of the Sith
797,ANAKIN, I swear to you I didn't ask to be put on the Council . . .,Revenge of the Sith
798,OBI-WAN, But it's what you wanted! Your friendship with Chancellor Palpatine seems to have paid off.,Revenge of the Sith
799,ANAKIN, That has nothing to do with this.,Revenge of the Sith
800,OBI-WAN, Anakin regardless of how it happened you find yourself in a delicate situation.,Revenge of the Sith
801,ANAKIN, You mean divided loyalties.,Revenge of the Sith
802,OBI-WAN, I warned you there was tension between the Council and the Chancellor. I was very clear. Why didn't you listen? You walked right into it.,Revenge of the Sith
803,ANAKIN, The Council is upset I'm the youngest to ever serve.,Revenge of the Sith
804,OBI-WAN, No it is not. Anakin I worry when you speak of jealousy and pride. Those are not Jedi thoughts. They're dangerous dark thoughts.,Revenge of the Sith
805,ANAKIN, Master you of all people should have confidence in my abilities. I know where my loyalties lie.,Revenge of the Sith
806,OBI-WAN, I hope so . . .,Revenge of the Sith
807,ANAKIN, I sense there's more to this talk than you're saying.,Revenge of the Sith
808,OBI-WAN, Anakin the only reason the Council has approved your appointment is because the Chancellor trusts you.,Revenge of the Sith
809,ANAKIN, And?,Revenge of the Sith
810,OBI-WAN, Anakin look I am on your side. I didn't want to see you put in this situation.,Revenge of the Sith
811,ANAKIN, What situation?,Revenge of the Sith
812,OBI-WAN,  The Council wants you to report on all of the Chancellor's dealings. They want to know what he's up to.,Revenge of the Sith
813,ANAKIN, They want me to spy on the Chancellor? That's treason!,Revenge of the Sith
814,OBI-WAN, We are at war Anakin. The Jedi Council is sworn to uphold the principles of the Republic even if the Chancellor does not.,Revenge of the Sith
815,ANAKIN, Why didn't the Council give me this assignment when we were in session?,Revenge of the Sith
816,OBI-WAN, This assignment is not to be on record. The Council asked me to approach you on this personally.,Revenge of the Sith
817,ANAKIN, The Chancellor is not a bad man Obi-Wan. He befriended me. He's watched out for me ever since I arrived here.,Revenge of the Sith
818,OBI-WAN, That is why you must help us Anakin. Our allegiance is to the Senate not to its leader who has managed to stay in office long after his term has expired.,Revenge of the Sith
819,ANAKIN, Master the Senate demanded that he stay longer.,Revenge of the Sith
820,OBI-WAN, Yes but use your feelings Anakin. Something is out of place.,Revenge of the Sith
821,ANAKIN, You're asking me to do something against the Jedi Code. Against the Republic. Against a mentor . . . and a friend. That's what's out of place here. Why are you asking this of me?,Revenge of the Sith
822,OBI-WAN, The Council is asking you.,Revenge of the Sith
827,OBI-WAN, Anakin did not take to his assignment with much enthusiasm.,Revenge of the Sith
828,YODA, Too much under the sway of the Chancellor he is. Much anger there is in him. Too much pride in his powers.,Revenge of the Sith
829,MACE, It's very dangerous putting them together. I don't think the boy can handle it. I don't trust him.,Revenge of the Sith
830,OBI-WAN, He'll be all right. I trust him with my life.,Revenge of the Sith
831,MACE,I wish I did.,Revenge of the Sith
832,OBI-WAN, With all due respect Master is he not the Chosen One? Is he not to destroy the Sith and bring balance to the Force?,Revenge of the Sith
833,MACE, So the prophecy says.,Revenge of the Sith
834,YODA, A prophecy . . . that misread could have been.,Revenge of the Sith
835,OBI-WAN, He will not let me down. He never has.,Revenge of the Sith
836,YODA, I hope right you are. And now destroy the Droid armies on Kashyyyk I will. May the Force be with you.,Revenge of the Sith
840,PADME, Thank you Captain.,Revenge of the Sith
841,CAPTAIN TYPHO, Rest well. My Lady.,Revenge of the Sith
843,PADME, I'll be up in a while.,Revenge of the Sith
844,MOTEE, Yes my lady.,Revenge of the Sith
846,C-3PO, Is there anything I might do for you my lady?,Revenge of the Sith
847,PADME, Yes make sure all the security droids are working. Thank you Threepio.,Revenge of the Sith
850,ANAKIN, Beautiful isn't it?,Revenge of the Sith
852,PADME, You startled me.,Revenge of the Sith
854,ANAKIN, How are you feeling?,Revenge of the Sith
855,PADME, He keeps kicking.,Revenge of the Sith
856,ANAKIN, He?! Why do you think it's a boy?,Revenge of the Sith
857,PADME,  My motherly intuition.,Revenge of the Sith
859,ANAKIN, Whoa! With a kick that strong it's got to be a girl.,Revenge of the Sith
861,PADME, I heard about your appointment. Anakin. I'm so proud of you.,Revenge of the Sith
862,ANAKIN, I may be on the Council but . . . they refused to accept me as a Jedi Master.,Revenge of the Sith
863,PADME, Patience. In time they will recognize your skills.,Revenge of the Sith
864,ANAKIN, They still treat me as if I were a Padawan learner. . . they fear my power that's the problem.,Revenge of the Sith
865,PADME, Anakin . . .,Revenge of the Sith
866,ANAKIN, Sometimes I wonder what's happening to the Jedi Order . . . I think this war is destroying the principles of the Republic.,Revenge of the Sith
867,PADME, Have you ever considered that we may be on the wrong side?,Revenge of the Sith
868,ANAKIN,  What do you mean?,Revenge of the Sith
869,PADME, What if the democracy we thought we were serving no longer exists and the Republic has become the very evil we have been fighting to destroy?,Revenge of the Sith
870,ANAKIN, I don't believe that. And you're sounding like a Separatist!,Revenge of the Sith
871,PADME, Anakin this war represents a failure to listen . . . Now you're closer to the Chancellor than anyone. Please please ask him to stop the fighting and let diplomacy resume.,Revenge of the Sith
872,ANAKIN,  Don't ask me to do that Padme. Make a motion in the Senate where that kind of a request belongs. I'm not your errand boy. I'm not anyone's errand boy!,Revenge of the Sith
873,PADME, What is it?,Revenge of the Sith
874,ANAKIN, Nothing.,Revenge of the Sith
875,PADME, Don't do this . . . don't shut me out. Let me help you.,Revenge of the Sith
876,ANAKIN, You can't help me . . . I'm trying to help you.,Revenge of the Sith
878,ANAKIN,  I sense . . . there are things you are not telling me.,Revenge of the Sith
880,PADME, I sense there are things you are not telling me.,Revenge of the Sith
882,PADME,  Hold me . . . like you did by the lake on Naboo so long ago . . . when there was nothing but our love ... No politics no plotting ... no war.,Revenge of the Sith
