,index,Script,Characters,Dialogue,Movie,Gender
6057,5891,ANAKIN: Keep moving. There must be vents . . . This way.,ANAKIN, Keep moving. There must be vents . . . This way.,Revenge of the Sith,Male
6058,5892,OBI-WAN: We'll never get through that. It's too small!,OBI-WAN, We'll never get through that. It's too small!,Revenge of the Sith,Male
6059,5893,ANAKIN: I found our escape vent.,ANAKIN, I found our escape vent.,Revenge of the Sith,Male
6060,5894,OBI-WAN: Anakin this is no time for jokes. We're in serious trouble here.,OBI-WAN, Anakin this is no time for jokes. We're in serious trouble here.,Revenge of the Sith,Male
6061,5895,ANAKIN: Only in your mind. My Master. Look no structure. . . .,ANAKIN, Only in your mind. My Master. Look no structure. . . .,Revenge of the Sith,Male
6062,5896,ANAKIN: Here's a way out.,ANAKIN, Here's a way out.,Revenge of the Sith,Male
6063,5897,OBI-WAN: That won't hold when the fuel hits those power dischargers.,OBI-WAN, That won't hold when the fuel hits those power dischargers.,Revenge of the Sith,Male
6064,5898,ANAKIN: The blast will break the hull. This side's pressurized.,ANAKIN, The blast will break the hull. This side's pressurized.,Revenge of the Sith,Male
6065,5899,OBI-WAN: You still have much to learn Anakin.,OBI-WAN, You still have much to learn Anakin.,Revenge of the Sith,Male
6066,5900,SUPER BATTLE DROID R77: I have a bad feeling about this.,SUPER BATTLE DROID R77, I have a bad feeling about this.,Revenge of the Sith,Droid
6067,5901,OBI-WAN: All right you win. I have much to learn. Let's go!,OBI-WAN, All right you win. I have much to learn. Let's go!,Revenge of the Sith,Male
6068,5902,ANAKIN: Destroyers!!,ANAKIN, Destroyers!!,Revenge of the Sith,Male
6069,5903,BATTLE DROID: Drop your weapons! I said drop 'em.,BATTLE DROID, Drop your weapons! I said drop 'em.,Revenge of the Sith,Droid
6070,5904,OBI-WAN: Did you press the stop button?,OBI-WAN, Did you press the stop button?,Revenge of the Sith,Male
6071,5905,ANAKIN: No did you?,ANAKIN, No did you?,Revenge of the Sith,Male
6072,5906,OBI-WAN: No!,OBI-WAN, No!,Revenge of the Sith,Male
6073,5907,ANAKIN: Well there's more than one way out of here.,ANAKIN, Well there's more than one way out of here.,Revenge of the Sith,Male
6074,5908,OBI-WAN: We don't want to get out we want to get moving. Artoo . . . Artoo. Do you copy? Activate elevator . . . (looks at control panel) . . . 31174 . . .,OBI-WAN, We don't want to get out we want to get moving. Artoo . . . Artoo. Do you copy? Activate elevator . . .  . . . 31174 . . .,Revenge of the Sith,Male
6075,5909,SUPER BATTLE DROID 1: What's that?,SUPER BATTLE DROID 1, What's that?,Revenge of the Sith,Droid
6076,5910,SUPER BATTLE DROID 2: Get back to work. It's nothing.,SUPER BATTLE DROID 2, Get back to work. It's nothing.,Revenge of the Sith,Droid
6077,5911,OBI-WAN: Artoo?,OBI-WAN, Artoo?,Revenge of the Sith,Male
6078,5912,OBI-WAN: (continuing) Always on the move.,OBI-WAN,  Always on the move.,Revenge of the Sith,Male
6079,5913,OBI-WAN: (OS) Artoo switch on the comlink. Artoo do you hear me? Artoo we gave you a job to do! Artoo.,OBI-WAN,  Artoo switch on the comlink. Artoo do you hear me? Artoo we gave you a job to do! Artoo.,Revenge of the Sith,Male
6080,5914,OBI-WAN: Stop stop! Artoo we need to be going up.,OBI-WAN, Stop stop! Artoo we need to be going up.,Revenge of the Sith,Male
6081,5915,DROID 1: Hands up Jedi! Don't move.,DROID 1, Hands up Jedi! Don't move.,Revenge of the Sith,Droid
6082,5916,DROID 2: Roger roger.,DROID 2, Roger roger.,Revenge of the Sith,Droid
6083,5917,SUPER BATTLE DROID 1: There it is again.,SUPER BATTLE DROID 1, There it is again.,Revenge of the Sith,Droid
6084,5918,OBI-WAN: (OS) Artoo do you copy? Artoo do you hear me? Artoo we need to be going up not down.,OBI-WAN,  Artoo do you copy? Artoo do you hear me? Artoo we need to be going up not down.,Revenge of the Sith,Male
6085,5919,OBI-WAN: Stop. Artoo! We need to go up! Stop stop!,OBI-WAN, Stop. Artoo! We need to go up! Stop stop!,Revenge of the Sith,Male
6086,5920,SUPER BATTLE DROID 1: Hey you!,SUPER BATTLE DROID 1, Hey you!,Revenge of the Sith,Droid
6087,5921,OBI-WAN: Now that's better . . .,OBI-WAN, Now that's better . . .,Revenge of the Sith,Male
6088,5922,SUPER BATTLE DROID 1: You stupid little astro droid!,SUPER BATTLE DROID 1, You stupid little astro droid!,Revenge of the Sith,Droid
6089,5923,OBI-WAN: Oh it's you . . .,OBI-WAN, Oh it's you . . .,Revenge of the Sith,Male
6090,5924,ANAKIN: What was that all about?,ANAKIN, What was that all about?,Revenge of the Sith,Male
6091,5925,OBI-WAN: Well Artoo has been . . .,OBI-WAN, Well Artoo has been . . .,Revenge of the Sith,Male
6092,5926,ANAKIN: No loose wire jokes . . . He's doing the best he can.,ANAKIN, No loose wire jokes . . . He's doing the best he can.,Revenge of the Sith,Male
6093,5927,OBI-WAN: Did I say anything?,OBI-WAN, Did I say anything?,Revenge of the Sith,Male
6094,5928,ANAKIN: He's trying!,ANAKIN, He's trying!,Revenge of the Sith,Male
6095,5929,OBI-WAN: I didn't say anything!,OBI-WAN, I didn't say anything!,Revenge of the Sith,Male
6096,5930,OBI-WAN: (bows) Chancellor.,OBI-WAN,  Chancellor.,Revenge of the Sith,Male
6097,5931,ANAKIN: Are you all right?,ANAKIN, Are you all right?,Revenge of the Sith,Male
6098,5932,PALPATINE: (quietly) Count Dooku.,PALPATINE,  Count Dooku.,Revenge of the Sith,Male
6099,5933,OBI-WAN: (quietly to Anakin) This time we will do it together.,OBI-WAN,  This time we will do it together.,Revenge of the Sith,Male
6100,5934,ANAKIN: I was about to say that.,ANAKIN, I was about to say that.,Revenge of the Sith,Male
6101,5935,PALPATINE: Get help! You're no match for him. He's a Sith Lord.,PALPATINE, Get help! You're no match for him. He's a Sith Lord.,Revenge of the Sith,Male
6102,5936,OBI-WAN: Chancellor Palpatine Sith Lords are our specialty.,OBI-WAN, Chancellor Palpatine Sith Lords are our specialty.,Revenge of the Sith,Male
6103,5937,COUNT DOOKU: Your swords please Master Jedi. We don't want to make a mess of things in front of the Chancellor.,COUNT DOOKU, Your swords please Master Jedi. We don't want to make a mess of things in front of the Chancellor.,Revenge of the Sith,Male
6104,5938,OBI-WAN: You won't get away this time Dooku.,OBI-WAN, You won't get away this time Dooku.,Revenge of the Sith,Male
6105,5939,COUNT DOOKU: I've been looking forward to this.,COUNT DOOKU, I've been looking forward to this.,Revenge of the Sith,Male
6106,5940,ANAKIN: My powers have doubled since the last time we met Count.,ANAKIN, My powers have doubled since the last time we met Count.,Revenge of the Sith,Male
6107,5941,COUNT DOOKU: Good. Twice the pride double the fall.,COUNT DOOKU, Good. Twice the pride double the fall.,Revenge of the Sith,Male
6108,5942,COUNT DOOKU: (continuing) Your moves are clumsy Kenobi . . . too predictable. You'll have to do better.,COUNT DOOKU,  Your moves are clumsy Kenobi . . . too predictable. You'll have to do better.,Revenge of the Sith,Male
6109,5943,COUNT DOOKU: (continuing) I sense great fear in you Skywalker. You have hate you have anger but you dont use them.,COUNT DOOKU,  I sense great fear in you Skywalker. You have hate you have anger but you dont use them.,Revenge of the Sith,Male
6110,5944,PALPATINE: Good Anakin good. I knew you could do it. Kill him. Kill him now!,PALPATINE, Good Anakin good. I knew you could do it. Kill him. Kill him now!,Revenge of the Sith,Male
6111,5945,ANAKIN: I shouldn't . . .,ANAKIN, I shouldn't . . .,Revenge of the Sith,Male
6112,5946,PALPATINE: Do it!!,PALPATINE, Do it!!,Revenge of the Sith,Male
6113,5947,ANAKIN: ... I couldn't stop myself.,ANAKIN, ... I couldn't stop myself.,Revenge of the Sith,Male
6114,5948,PALPATINE: You did well Anakin. He was too dangerous to be kept alive.,PALPATINE, You did well Anakin. He was too dangerous to be kept alive.,Revenge of the Sith,Male
6115,5949,ANAKIN: Yes but he was an unarmed prisoner.,ANAKIN, Yes but he was an unarmed prisoner.,Revenge of the Sith,Male
6116,5950,ANAKIN: (continuing) I shouldn't have done that Chancellor. It's not the Jedi way.,ANAKIN,  I shouldn't have done that Chancellor. It's not the Jedi way.,Revenge of the Sith,Male
6117,5951,PALPATINE: It is only natural. He cut off your arm and you wanted revenge. It wasn't the first time Anakin. Remember what you told me about your mother and the Sand People. Now we must leave before more security droids arrive.,PALPATINE, It is only natural. He cut off your arm and you wanted revenge. It wasn't the first time Anakin. Remember what you told me about your mother and the Sand People. Now we must leave before more security droids arrive.,Revenge of the Sith,Male
6118,5952,PALPATINE: (continuing) Anakin there is no time. We must get off the ship before it's too late.,PALPATINE,  Anakin there is no time. We must get off the ship before it's too late.,Revenge of the Sith,Male
6119,5953,ANAKIN: He seems to be all right. No broken bones breathing's all right.,ANAKIN, He seems to be all right. No broken bones breathing's all right.,Revenge of the Sith,Male
6120,5954,PALPATINE: Leave him or we'll never make it.,PALPATINE, Leave him or we'll never make it.,Revenge of the Sith,Male
6121,5955,ANAKIN: His fate will be the same as ours.,ANAKIN, His fate will be the same as ours.,Revenge of the Sith,Male
6122,5956,GENERAL GRIEVOUS: Prepare for attack.,GENERAL GRIEVOUS, Prepare for attack.,Revenge of the Sith,Droid
6123,5957,PILOT: All batteries fire! Fire!,PILOT, All batteries fire! Fire!,Revenge of the Sith,Male
6124,5958,ANAKIN: The elevator's not working (into his comlink) Artoo . . .,ANAKIN, The elevator's not working  Artoo . . .,Revenge of the Sith,Male
6125,5959,ANAKIN: (continuing) . . . Activate Elevator 3224.,ANAKIN,  . . . Activate Elevator 3224.,Revenge of the Sith,Male
6126,5960,ANAKIN: (continuing) Artoo ... do you copy? Artoo come in!,ANAKIN,  Artoo ... do you copy? Artoo come in!,Revenge of the Sith,Male
6127,5961,PILOT: Reverse stabilizers.,PILOT, Reverse stabilizers.,Revenge of the Sith,Male
6128,5962,PILOT: Magnetize! Magnetize!,PILOT, Magnetize! Magnetize!,Revenge of the Sith,Male
6129,5963,ANAKIN: We can't wait. Come on we have to be fast.,ANAKIN, We can't wait. Come on we have to be fast.,Revenge of the Sith,Male
6130,5964,GENERAL GRIEVOUS: Fire the emergency booster engines.,GENERAL GRIEVOUS, Fire the emergency booster engines.,Revenge of the Sith,Droid
6131,5965,PILOT: Leveling out sir.,PILOT, Leveling out sir.,Revenge of the Sith,Male
6132,5966,ANAKIN: Easy. . . . We're in a bit of a situation.,ANAKIN, Easy. . . . We're in a bit of a situation.,Revenge of the Sith,Male
6133,5967,OBI-WAN: Did I miss something?,OBI-WAN, Did I miss something?,Revenge of the Sith,Male
6134,5968,ANAKINN: Hold on.,ANAKIN, Hold on.,Revenge of the Sith,Male
6135,5969,OBI-WAN: What is that?,OBI-WAN, What is that?,Revenge of the Sith,Male
6136,5970,OBI-WAN: (continuing) Oops.,OBI-WAN,  Oops.,Revenge of the Sith,Male
6137,5971,ANAKIN: Artoo Artoo shut down the elevator!,ANAKIN, Artoo Artoo shut down the elevator!,Revenge of the Sith,Male
6138,5972,OBI-WAN: Too late! Jump!,OBI-WAN, Too late! Jump!,Revenge of the Sith,Male
6139,5973,OBI-WAN: Let's see if we can find something in the hangar bay that's still flyable. Come on.,OBI-WAN, Let's see if we can find something in the hangar bay that's still flyable. Come on.,Revenge of the Sith,Male
6140,5974,ANAKIN: Artoo get down here. Artoo do you copy?,ANAKIN, Artoo get down here. Artoo do you copy?,Revenge of the Sith,Male
6141,5975,OBI-WAN:  of those ships will get us anywhere.,OBI-WAN,  of those ships will get us anywhere.,Revenge of the Sith,Male
6142,5976,ANAKIN: I agree.,ANAKIN, I agree.,Revenge of the Sith,Male
6143,5977,PALPATINE: What are we going to do?,PALPATINE, What are we going to do?,Revenge of the Sith,Male
6144,5978,ANAKIN: I don't know.,ANAKIN, I don't know.,Revenge of the Sith,Male
6145,5979,OBI-WAN: Don't look at me. I don't know.,OBI-WAN, Don't look at me. I don't know.,Revenge of the Sith,Male
6146,5980,ANAKIN: Here Chancellor lock this around your waist and hold on.,ANAKIN, Here Chancellor lock this around your waist and hold on.,Revenge of the Sith,Male
6147,5981,OBI-WAN: We'll head toward the bridge and see if we can find an escape pod.,OBI-WAN, We'll head toward the bridge and see if we can find an escape pod.,Revenge of the Sith,Male
6148,5982,ANAKIN/OBI-WAN: Well that was close.,ANAKIN/OBI-WAN, Well that was close.,Revenge of the Sith,Male
6149,5983,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
6150,5983,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
6151,5983,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
6152,5983,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
6153,5983,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
6154,5983,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
6155,5983,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
6156,5983,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
6157,5984,GENERAL GRIEVOUS: Activate ray shields.,GENERAL GRIEVOUS, Activate ray shields.,Revenge of the Sith,Droid
6158,5985,ANAKIN: Ray shields!,ANAKIN, Ray shields!,Revenge of the Sith,Male
6159,5986,OBI-WAN: Wait a minute how'd this happen! We're smarter than this.,OBI-WAN, Wait a minute how'd this happen! We're smarter than this.,Revenge of the Sith,Male
6160,5987,ANAKIN: Apparently not Master. This is the oldest trap in the book . . . Well ... I was distracted.,ANAKIN, Apparently not Master. This is the oldest trap in the book . . . Well ... I was distracted.,Revenge of the Sith,Male
6161,5988,OBI-WAN: Oh so all of a sudden it's my fault.,OBI-WAN, Oh so all of a sudden it's my fault.,Revenge of the Sith,Male
6162,5989,ANAKIN: You're the Master. I'm just a hero.,ANAKIN, You're the Master. I'm just a hero.,Revenge of the Sith,Male
6163,5990,OBI-WAN: I'm open to suggestions here.,OBI-WAN, I'm open to suggestions here.,Revenge of the Sith,Male
6164,5991,PALPATINE: Why don't we let them take us to General Grievous. Perhaps with Count Dooku's demise we can negotiate our release.,PALPATINE, Why don't we let them take us to General Grievous. Perhaps with Count Dooku's demise we can negotiate our release.,Revenge of the Sith,Male
6165,5992,ANAKIN: I say . . . patience.,ANAKIN, I say . . . patience.,Revenge of the Sith,Male
6166,5993,OBI-WAN: Patience! That's your plan is it?,OBI-WAN, Patience! That's your plan is it?,Revenge of the Sith,Male
6167,5994,ANAKIN: Yes Artoo will be along in a few moments and he'll release the ray shields . . .,ANAKIN, Yes Artoo will be along in a few moments and he'll release the ray shields . . .,Revenge of the Sith,Male
6168,5995,ANAKIN: (continuing) See! No problem.,ANAKIN,  See! No problem.,Revenge of the Sith,Male
6169,5996,SUPER BATTLE DROID: Don't move dummy. Ouch! Zap this.,SUPER BATTLE DROID, Don't move dummy. Ouch! Zap this.,Revenge of the Sith,
6170,5997,OBI-WAN: Do you have a plan B?,OBI-WAN, Do you have a plan B?,Revenge of the Sith,Male
6171,5998,GENERAL GRIEVOUS: Oh yes. General Kenobi the Negotiator. We've been waiting for you. That wasn't much of a rescue.,GENERAL GRIEVOUS, Oh yes. General Kenobi the Negotiator. We've been waiting for you. That wasn't much of a rescue.,Revenge of the Sith,Droid
6172,5999,OBI-WAN: That depends upon your point of view. Hah!,OBI-WAN, That depends upon your point of view. Hah!,Revenge of the Sith,Male
6173,6000,GENERAL GRIEVOUS: And Anakin Skywalker ... I was expecting someone with your reputation to be a little older.,GENERAL GRIEVOUS, And Anakin Skywalker ... I was expecting someone with your reputation to be a little older.,Revenge of the Sith,Droid
6174,6001,ANAKIN: General Grievous . . . Supreme Commander of the Droid Armies. You're shorter than I expected.,ANAKIN, General Grievous . . . Supreme Commander of the Droid Armies. You're shorter than I expected.,Revenge of the Sith,Male
6175,6002,GENERAL GRIEVOUS: Ahhhh Jedi scum . . .,GENERAL GRIEVOUS, Ahhhh Jedi scum . . .,Revenge of the Sith,Droid
6176,6003,OBI-WAN: Anakin try not to upset him. We have a job to do.,OBI-WAN, Anakin try not to upset him. We have a job to do.,Revenge of the Sith,Male
6177,6004,GENERAL GRIEVOUS: Your lightsabers will make a fine addition to my collection.,GENERAL GRIEVOUS, Your lightsabers will make a fine addition to my collection.,Revenge of the Sith,Droid
6178,6005,OBI-WAN: Not this time. And this time you won't escape.,OBI-WAN, Not this time. And this time you won't escape.,Revenge of the Sith,Male
6179,6006,ANAKIN: Artoo.,ANAKIN, Artoo.,Revenge of the Sith,Male
6180,6007,GENERAL GRIEVOUS: Crush them! Make them suffer!,GENERAL GRIEVOUS, Crush them! Make them suffer!,Revenge of the Sith,Droid
6181,6008,GENERAL GRIEVOUS: Stay and watch your stations.,GENERAL GRIEVOUS, Stay and watch your stations.,Revenge of the Sith,Droid
6182,6009,PILOT: Sir we are falling out of orbit. All aft control cells are dead.,PILOT, Sir we are falling out of orbit. All aft control cells are dead.,Revenge of the Sith,Male
6183,6010,GENERAL GRIEVOUS: Stay on course . . . Don't bother with them. Keep the ship in orbit.,GENERAL GRIEVOUS, Stay on course . . . Don't bother with them. Keep the ship in orbit.,Revenge of the Sith,Droid
6184,6011,GENERAL GRIEVOUS: You lose General Kenobi.,GENERAL GRIEVOUS, You lose General Kenobi.,Revenge of the Sith,Droid
6185,6012,PILOT: The ship is breaking up!,PILOT, The ship is breaking up!,Revenge of the Sith,Male
6186,6013,GENERAL GRIEVOUS: We've run out of time.,GENERAL GRIEVOUS, We've run out of time.,Revenge of the Sith,Droid
6187,6014,PALPATINE: The hull is burning up!,PALPATINE, The hull is burning up!,Revenge of the Sith,Male
6188,6015,GENERAL GRIEVOUS: Time to abandon ship.,GENERAL GRIEVOUS, Time to abandon ship.,Revenge of the Sith,Droid
6189,6016,ANAKIN: All the escape pods have been launched.,ANAKIN, All the escape pods have been launched.,Revenge of the Sith,Male
6190,6017,OBI-WAN: Grievous. Can you fly a cruiser like this?,OBI-WAN, Grievous. Can you fly a cruiser like this?,Revenge of the Sith,Male
6191,6018,ANAKIN: You mean do I know how to land what's left of this thing?,ANAKIN, You mean do I know how to land what's left of this thing?,Revenge of the Sith,Male
6192,6019,OBI-WAN: Well?,OBI-WAN, Well?,Revenge of the Sith,Male
6193,6020,ANAKIN: Under the circumstances I'd say the ability to pilot this thing is irrelevant. Strap yourselves in.,ANAKIN, Under the circumstances I'd say the ability to pilot this thing is irrelevant. Strap yourselves in.,Revenge of the Sith,Male
6194,6021,OBI-WAN: Steady . . . Attitude . . . eighteen degrees.,OBI-WAN, Steady . . . Attitude . . . eighteen degrees.,Revenge of the Sith,Male
6195,6022,ANAKIN: Pressure rising. We've got to slow this wreck down. Open all hatches extend all flaps and drag fins.,ANAKIN, Pressure rising. We've got to slow this wreck down. Open all hatches extend all flaps and drag fins.,Revenge of the Sith,Male
6196,6023,OBI-WAN: Temp steady. Hatches open flaps extended drag fins . . .,OBI-WAN, Temp steady. Hatches open flaps extended drag fins . . .,Revenge of the Sith,Male
6197,6024,ANAKIN: We lost something.,ANAKIN, We lost something.,Revenge of the Sith,Male
6198,6025,OBI-WAN: Not to worry we're still flying half the ship.,OBI-WAN, Not to worry we're still flying half the ship.,Revenge of the Sith,Male
6199,6026,ANAKIN: Now we're really picking up speed . . . I'm going to shift a few degrees and see if I can slow us down.,ANAKIN, Now we're really picking up speed . . . I'm going to shift a few degrees and see if I can slow us down.,Revenge of the Sith,Male
6200,6027,OBI-WAN: Careful . . . we're heating up-twelve thousand . . . thirteen thousand . . .,OBI-WAN, Careful . . . we're heating up-twelve thousand . . . thirteen thousand . . .,Revenge of the Sith,Male
6201,6028,ANAKIN: What's our speed?,ANAKIN, What's our speed?,Revenge of the Sith,Male
6202,6029,OBI-WAN: Eight plus sixty-forty. Eight plus sixty-twenty. Eight plus sixty. Temp ten thousand nine thousand . . . we're in the atmosphere . . .,OBI-WAN, Eight plus sixty-forty. Eight plus sixty-twenty. Eight plus sixty. Temp ten thousand nine thousand . . . we're in the atmosphere . . .,Revenge of the Sith,Male
6203,6030,ANAKIN: Grab that . . . Keep us level.,ANAKIN, Grab that . . . Keep us level.,Revenge of the Sith,Male
6204,6031,OBI-WAN: Steady. Steady.,OBI-WAN, Steady. Steady.,Revenge of the Sith,Male
6205,6032,ANAKIN: Easy Artoo. Hang on this may get a little rough. We lost our heat shields.,ANAKIN, Easy Artoo. Hang on this may get a little rough. We lost our heat shields.,Revenge of the Sith,Male
6206,6033,OBI-WAN: Five thousand. Three thousand . . . two thousand. Fireships on the left and the right.,OBI-WAN, Five thousand. Three thousand . . . two thousand. Fireships on the left and the right.,Revenge of the Sith,Male
6207,6034,FlRESHIP PILOT: We'll take you in.,FIRESHIP PILOT, We'll take you in.,Revenge of the Sith,Male
6208,6035,OBI-WAN: Copy that. Landing strip's straight ahead.,OBI-WAN, Copy that. Landing strip's straight ahead.,Revenge of the Sith,Male
6209,6036,ANAKIN: We're coming in too hot.,ANAKIN, We're coming in too hot.,Revenge of the Sith,Male
6210,6037,OBI-WAN: Easy-easy.,OBI-WAN, Easy-easy.,Revenge of the Sith,Male
6211,6038,OBI-WAN: Another happy landing.,OBI-WAN, Another happy landing.,Revenge of the Sith,Male
6212,6039,ANAKIN: (to Obi-Wan) Are you coming Master?,ANAKIN,  Are you coming Master?,Revenge of the Sith,Male
6213,6040,OBI-WAN: Oh no. I'm not brave enough for politics. I have to report to the Council. Besides someone needs to be the poster boy.,OBI-WAN, Oh no. I'm not brave enough for politics. I have to report to the Council. Besides someone needs to be the poster boy.,Revenge of the Sith,Male
6214,6041,ANAKIN: Hold on this whole operation was your idea. You planned it. You led the rescue operation. You have to be the one to take the bows this time.,ANAKIN, Hold on this whole operation was your idea. You planned it. You led the rescue operation. You have to be the one to take the bows this time.,Revenge of the Sith,Male
6215,6042,OBI-WAN: Sorry old friend. Let us not forget that you rescued me from the Buzz Droids. And you killed Count Dooku. And you rescued the Chancellor carrying me unconscious on your back and you managed to land that bucket of bolts safely . . .,OBI-WAN, Sorry old friend. Let us not forget that you rescued me from the Buzz Droids. And you killed Count Dooku. And you rescued the Chancellor carrying me unconscious on your back and you managed to land that bucket of bolts safely . . .,Revenge of the Sith,Male
6216,6043,ANAKIN: All because of your training Master. You deserve all those speeches of your greatness.,ANAKIN, All because of your training Master. You deserve all those speeches of your greatness.,Revenge of the Sith,Male
6217,6044,OBI-WAN: . . . the endless speeches . . . Anakin let's be fair. Today you are the hero and you deserve your glorious day with the politicians.,OBI-WAN, . . . the endless speeches . . . Anakin let's be fair. Today you are the hero and you deserve your glorious day with the politicians.,Revenge of the Sith,Male
6218,6045,ANAKIN: All right. But you owe me . . . and not for saving your skin for the tenth time . . .,ANAKIN, All right. But you owe me . . . and not for saving your skin for the tenth time . . .,Revenge of the Sith,Male
6219,6046,OBI-WAN: Ninth time . . . that business on Cato Nemoidia doesn't count. I'll see you at the briefing.,OBI-WAN, Ninth time . . . that business on Cato Nemoidia doesn't count. I'll see you at the briefing.,Revenge of the Sith,Male
6220,6047,MACE WlNDU: Chancellor Palpatine what a welcome sight! Are you all right?,MACE WINDU, Chancellor Palpatine what a welcome sight! Are you all right?,Revenge of the Sith,Male
6221,6048,PALPATINE: Yes thanks to your two Jedi Knights. They killed Count Dooku but General Grievous has escaped once again.,PALPATINE, Yes thanks to your two Jedi Knights. They killed Count Dooku but General Grievous has escaped once again.,Revenge of the Sith,Male
6222,6049,MACE WlNDU: General Grievous will run and hide as he always does. He is a coward.,MACE WINDU, General Grievous will run and hide as he always does. He is a coward.,Revenge of the Sith,Male
6223,6050,PALPATINE: That maybe true but with Count Dooku dead he is the leader of the Droid Army and I assure you the Senate will vote to continue the war as long as Grievous is alive.,PALPATINE, That maybe true but with Count Dooku dead he is the leader of the Droid Army and I assure you the Senate will vote to continue the war as long as Grievous is alive.,Revenge of the Sith,Male
6224,6051,MACE WlNDU: Then the Jedi Council will make finding Grievous our highest priority.,MACE WINDU, Then the Jedi Council will make finding Grievous our highest priority.,Revenge of the Sith,Male
6225,6052,BAIL ORGANA: Skywalker the Republic cannot praise you enough.,BAIL ORGANA, Skywalker the Republic cannot praise you enough.,Revenge of the Sith,Male
6226,6053,ANAKIN: Thank you Senator Organa. The kidnapping was a bold move by the Separatists but it was a mistake that Obi-Wan and I were able to take advantage of.,ANAKIN, Thank you Senator Organa. The kidnapping was a bold move by the Separatists but it was a mistake that Obi-Wan and I were able to take advantage of.,Revenge of the Sith,Male
6227,6054,C-3PO: It couldn't possibly be as bad as all that.,C-3PO, It couldn't possibly be as bad as all that.,Revenge of the Sith,Droid
6228,6055,C-3PO: (continuing) Well there I agree with you. In fact I could do with a tune-up myself.,C-3PO,  Well there I agree with you. In fact I could do with a tune-up myself.,Revenge of the Sith,Droid
6229,6056,BAIL ORGANA: The end of Count Dooku will surely bring an end to this war and an end to the Chancellor's draconian security measures.,BAIL ORGANA, The end of Count Dooku will surely bring an end to this war and an end to the Chancellor's draconian security measures.,Revenge of the Sith,Male
6230,6057,ANAKIN: I wish that were so but the fighting is going to continue until General Grievous is spare parts . . . The Chancellor is very clear about that.,ANAKIN, I wish that were so but the fighting is going to continue until General Grievous is spare parts . . . The Chancellor is very clear about that.,Revenge of the Sith,Male
6231,6058,BAIL ORGANA: I'll do everything I can with the Senate.,BAIL ORGANA, I'll do everything I can with the Senate.,Revenge of the Sith,Male
6232,6059,ANAKIN: Excuse me.,ANAKIN, Excuse me.,Revenge of the Sith,Male
6233,6060,BAIL ORGANA: Certainly.,BAIL ORGANA, Certainly.,Revenge of the Sith,Male
6234,6061,PADME: Oh Anakin! Thank goodness you're back.,PADME, Oh Anakin! Thank goodness you're back.,Revenge of the Sith,Female
6235,6062,ANAKIN: I missed you Padme. I've missed you so.,ANAKIN, I missed you Padme. I've missed you so.,Revenge of the Sith,Male
6236,6063,PADME: There were whispers . . . that you'd been killed. I've been living with unbearable dread.,PADME, There were whispers . . . that you'd been killed. I've been living with unbearable dread.,Revenge of the Sith,Female
6237,6064,ANAKIN: I'm back I'm all right. It feels like we've been apart for a lifetime. And it might have been ... If the Chancellor hadn't been kidnapped. I don't think they would have ever brought us back from the Outer Rim sieges.,ANAKIN, I'm back I'm all right. It feels like we've been apart for a lifetime. And it might have been ... If the Chancellor hadn't been kidnapped. I don't think they would have ever brought us back from the Outer Rim sieges.,Revenge of the Sith,Male
6238,6065,PADME: Wait not here . . .,PADME, Wait not here . . .,Revenge of the Sith,Female
6239,6066,ANAKIN: Yes here! I'm tired of all this deception. I don't care if they know we're married.,ANAKIN, Yes here! I'm tired of all this deception. I don't care if they know we're married.,Revenge of the Sith,Male
6240,6067,PADME: Anakin don't say things like that. You're important to the Republic ... to ending this war. I love you more than anything but I won't let you give up your life as a Jedi for me . . .,PADME, Anakin don't say things like that. You're important to the Republic ... to ending this war. I love you more than anything but I won't let you give up your life as a Jedi for me . . .,Revenge of the Sith,Female
6241,6068,ANAKIN: I've given my life to the Jedi order but I'd only give up my life for you.,ANAKIN, I've given my life to the Jedi order but I'd only give up my life for you.,Revenge of the Sith,Male
6242,6069,PADME: (playfully) I wouldn't like that. I wouldn't like that one bit. Patience my handsome Jedi . . . Come to me later.,PADME,  I wouldn't like that. I wouldn't like that one bit. Patience my handsome Jedi . . . Come to me later.,Revenge of the Sith,Female
