,index,Script,Characters,Dialogue,Movie,Gender
210,213,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
211,213,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
212,214,GENERAL GRIEVOUS: Activate ray shields.,GENERAL GRIEVOUS, Activate ray shields.,Revenge of the Sith,Droid
213,215,ANAKIN: Ray shields!,ANAKIN, Ray shields!,Revenge of the Sith,Male
214,216,OBI-WAN: Wait a minute how'd this happen! We're smarter than this.,OBI-WAN, Wait a minute how'd this happen! We're smarter than this.,Revenge of the Sith,Male
215,217,ANAKIN: Apparently not Master. This is the oldest trap in the book . . . Well ... I was distracted.,ANAKIN, Apparently not Master. This is the oldest trap in the book . . . Well ... I was distracted.,Revenge of the Sith,Male
216,218,OBI-WAN: Oh so all of a sudden it's my fault.,OBI-WAN, Oh so all of a sudden it's my fault.,Revenge of the Sith,Male
217,219,ANAKIN: You're the Master. I'm just a hero.,ANAKIN, You're the Master. I'm just a hero.,Revenge of the Sith,Male
218,220,OBI-WAN: I'm open to suggestions here.,OBI-WAN, I'm open to suggestions here.,Revenge of the Sith,Male
219,221,PALPATINE: Why don't we let them take us to General Grievous. Perhaps with Count Dooku's demise we can negotiate our release.,PALPATINE, Why don't we let them take us to General Grievous. Perhaps with Count Dooku's demise we can negotiate our release.,Revenge of the Sith,Male
220,222,ANAKIN: I say . . . patience.,ANAKIN, I say . . . patience.,Revenge of the Sith,Male
221,223,OBI-WAN: Patience! That's your plan is it?,OBI-WAN, Patience! That's your plan is it?,Revenge of the Sith,Male
222,224,ANAKIN: Yes Artoo will be along in a few moments and he'll release the ray shields . . .,ANAKIN, Yes Artoo will be along in a few moments and he'll release the ray shields . . .,Revenge of the Sith,Male
223,225,ANAKIN: (continuing) See! No problem.,ANAKIN,  See! No problem.,Revenge of the Sith,Male
224,226,SUPER BATTLE DROID: Don't move dummy. Ouch! Zap this.,SUPER BATTLE DROID, Don't move dummy. Ouch! Zap this.,Revenge of the Sith,
225,227,OBI-WAN: Do you have a plan B?,OBI-WAN, Do you have a plan B?,Revenge of the Sith,Male
226,228,GENERAL GRIEVOUS: Oh yes. General Kenobi the Negotiator. We've been waiting for you. That wasn't much of a rescue.,GENERAL GRIEVOUS, Oh yes. General Kenobi the Negotiator. We've been waiting for you. That wasn't much of a rescue.,Revenge of the Sith,Droid
227,229,OBI-WAN: That depends upon your point of view. Hah!,OBI-WAN, That depends upon your point of view. Hah!,Revenge of the Sith,Male
228,230,GENERAL GRIEVOUS: And Anakin Skywalker ... I was expecting someone with your reputation to be a little older.,GENERAL GRIEVOUS, And Anakin Skywalker ... I was expecting someone with your reputation to be a little older.,Revenge of the Sith,Droid
229,231,ANAKIN: General Grievous . . . Supreme Commander of the Droid Armies. You're shorter than I expected.,ANAKIN, General Grievous . . . Supreme Commander of the Droid Armies. You're shorter than I expected.,Revenge of the Sith,Male
230,232,GENERAL GRIEVOUS: Ahhhh Jedi scum . . .,GENERAL GRIEVOUS, Ahhhh Jedi scum . . .,Revenge of the Sith,Droid
231,233,OBI-WAN: Anakin try not to upset him. We have a job to do.,OBI-WAN, Anakin try not to upset him. We have a job to do.,Revenge of the Sith,Male
232,234,GENERAL GRIEVOUS: Your lightsabers will make a fine addition to my collection.,GENERAL GRIEVOUS, Your lightsabers will make a fine addition to my collection.,Revenge of the Sith,Droid
233,235,OBI-WAN: Not this time. And this time you won't escape.,OBI-WAN, Not this time. And this time you won't escape.,Revenge of the Sith,Male
234,236,ANAKIN: Artoo.,ANAKIN, Artoo.,Revenge of the Sith,Male
235,237,GENERAL GRIEVOUS: Crush them! Make them suffer!,GENERAL GRIEVOUS, Crush them! Make them suffer!,Revenge of the Sith,Droid
236,238,GENERAL GRIEVOUS: Stay and watch your stations.,GENERAL GRIEVOUS, Stay and watch your stations.,Revenge of the Sith,Droid
237,239,PILOT: Sir we are falling out of orbit. All aft control cells are dead.,PILOT, Sir we are falling out of orbit. All aft control cells are dead.,Revenge of the Sith,Male
238,240,GENERAL GRIEVOUS: Stay on course . . . Don't bother with them. Keep the ship in orbit.,GENERAL GRIEVOUS, Stay on course . . . Don't bother with them. Keep the ship in orbit.,Revenge of the Sith,Droid
239,241,GENERAL GRIEVOUS: You lose General Kenobi.,GENERAL GRIEVOUS, You lose General Kenobi.,Revenge of the Sith,Droid
240,242,PILOT: The ship is breaking up!,PILOT, The ship is breaking up!,Revenge of the Sith,Male
241,243,GENERAL GRIEVOUS: We've run out of time.,GENERAL GRIEVOUS, We've run out of time.,Revenge of the Sith,Droid
242,244,PALPATINE: The hull is burning up!,PALPATINE, The hull is burning up!,Revenge of the Sith,Male
243,245,GENERAL GRIEVOUS: Time to abandon ship.,GENERAL GRIEVOUS, Time to abandon ship.,Revenge of the Sith,Droid
244,246,ANAKIN: All the escape pods have been launched.,ANAKIN, All the escape pods have been launched.,Revenge of the Sith,Male
245,247,OBI-WAN: Grievous. Can you fly a cruiser like this?,OBI-WAN, Grievous. Can you fly a cruiser like this?,Revenge of the Sith,Male
246,248,ANAKIN: You mean do I know how to land what's left of this thing?,ANAKIN, You mean do I know how to land what's left of this thing?,Revenge of the Sith,Male
247,249,OBI-WAN: Well?,OBI-WAN, Well?,Revenge of the Sith,Male
248,250,ANAKIN: Under the circumstances I'd say the ability to pilot this thing is irrelevant. Strap yourselves in.,ANAKIN, Under the circumstances I'd say the ability to pilot this thing is irrelevant. Strap yourselves in.,Revenge of the Sith,Male
249,251,OBI-WAN: Steady . . . Attitude . . . eighteen degrees.,OBI-WAN, Steady . . . Attitude . . . eighteen degrees.,Revenge of the Sith,Male
250,252,ANAKIN: Pressure rising. We've got to slow this wreck down. Open all hatches extend all flaps and drag fins.,ANAKIN, Pressure rising. We've got to slow this wreck down. Open all hatches extend all flaps and drag fins.,Revenge of the Sith,Male
251,253,OBI-WAN: Temp steady. Hatches open flaps extended drag fins . . .,OBI-WAN, Temp steady. Hatches open flaps extended drag fins . . .,Revenge of the Sith,Male
252,254,ANAKIN: We lost something.,ANAKIN, We lost something.,Revenge of the Sith,Male
253,255,OBI-WAN: Not to worry we're still flying half the ship.,OBI-WAN, Not to worry we're still flying half the ship.,Revenge of the Sith,Male
254,256,ANAKIN: Now we're really picking up speed . . . I'm going to shift a few degrees and see if I can slow us down.,ANAKIN, Now we're really picking up speed . . . I'm going to shift a few degrees and see if I can slow us down.,Revenge of the Sith,Male
255,257,OBI-WAN: Careful . . . we're heating up-twelve thousand . . . thirteen thousand . . .,OBI-WAN, Careful . . . we're heating up-twelve thousand . . . thirteen thousand . . .,Revenge of the Sith,Male
256,258,ANAKIN: What's our speed?,ANAKIN, What's our speed?,Revenge of the Sith,Male
257,259,OBI-WAN: Eight plus sixty-forty. Eight plus sixty-twenty. Eight plus sixty. Temp ten thousand nine thousand . . . we're in the atmosphere . . .,OBI-WAN, Eight plus sixty-forty. Eight plus sixty-twenty. Eight plus sixty. Temp ten thousand nine thousand . . . we're in the atmosphere . . .,Revenge of the Sith,Male
258,260,ANAKIN: Grab that . . . Keep us level.,ANAKIN, Grab that . . . Keep us level.,Revenge of the Sith,Male
259,261,OBI-WAN: Steady. Steady.,OBI-WAN, Steady. Steady.,Revenge of the Sith,Male
260,262,ANAKIN: Easy Artoo. Hang on this may get a little rough. We lost our heat shields.,ANAKIN, Easy Artoo. Hang on this may get a little rough. We lost our heat shields.,Revenge of the Sith,Male
261,263,OBI-WAN: Five thousand. Three thousand . . . two thousand. Fireships on the left and the right.,OBI-WAN, Five thousand. Three thousand . . . two thousand. Fireships on the left and the right.,Revenge of the Sith,Male
262,264,FlRESHIP PILOT: We'll take you in.,FIRESHIP PILOT, We'll take you in.,Revenge of the Sith,Male
263,265,OBI-WAN: Copy that. Landing strip's straight ahead.,OBI-WAN, Copy that. Landing strip's straight ahead.,Revenge of the Sith,Male
264,266,ANAKIN: We're coming in too hot.,ANAKIN, We're coming in too hot.,Revenge of the Sith,Male
265,267,OBI-WAN: Easy-easy.,OBI-WAN, Easy-easy.,Revenge of the Sith,Male
266,268,OBI-WAN: Another happy landing.,OBI-WAN, Another happy landing.,Revenge of the Sith,Male
267,269,ANAKIN: (to Obi-Wan) Are you coming Master?,ANAKIN,  Are you coming Master?,Revenge of the Sith,Male
268,270,OBI-WAN: Oh no. I'm not brave enough for politics. I have to report to the Council. Besides someone needs to be the poster boy.,OBI-WAN, Oh no. I'm not brave enough for politics. I have to report to the Council. Besides someone needs to be the poster boy.,Revenge of the Sith,Male
269,271,ANAKIN: Hold on this whole operation was your idea. You planned it. You led the rescue operation. You have to be the one to take the bows this time.,ANAKIN, Hold on this whole operation was your idea. You planned it. You led the rescue operation. You have to be the one to take the bows this time.,Revenge of the Sith,Male
270,272,OBI-WAN: Sorry old friend. Let us not forget that you rescued me from the Buzz Droids. And you killed Count Dooku. And you rescued the Chancellor carrying me unconscious on your back and you managed to land that bucket of bolts safely . . .,OBI-WAN, Sorry old friend. Let us not forget that you rescued me from the Buzz Droids. And you killed Count Dooku. And you rescued the Chancellor carrying me unconscious on your back and you managed to land that bucket of bolts safely . . .,Revenge of the Sith,Male
271,273,ANAKIN: All because of your training Master. You deserve all those speeches of your greatness.,ANAKIN, All because of your training Master. You deserve all those speeches of your greatness.,Revenge of the Sith,Male
272,274,OBI-WAN: . . . the endless speeches . . . Anakin let's be fair. Today you are the hero and you deserve your glorious day with the politicians.,OBI-WAN, . . . the endless speeches . . . Anakin let's be fair. Today you are the hero and you deserve your glorious day with the politicians.,Revenge of the Sith,Male
273,275,ANAKIN: All right. But you owe me . . . and not for saving your skin for the tenth time . . .,ANAKIN, All right. But you owe me . . . and not for saving your skin for the tenth time . . .,Revenge of the Sith,Male
274,276,OBI-WAN: Ninth time . . . that business on Cato Nemoidia doesn't count. I'll see you at the briefing.,OBI-WAN, Ninth time . . . that business on Cato Nemoidia doesn't count. I'll see you at the briefing.,Revenge of the Sith,Male
275,277,MACE WlNDU: Chancellor Palpatine what a welcome sight! Are you all right?,MACE WINDU, Chancellor Palpatine what a welcome sight! Are you all right?,Revenge of the Sith,Male
276,278,PALPATINE: Yes thanks to your two Jedi Knights. They killed Count Dooku but General Grievous has escaped once again.,PALPATINE, Yes thanks to your two Jedi Knights. They killed Count Dooku but General Grievous has escaped once again.,Revenge of the Sith,Male
277,279,MACE WlNDU: General Grievous will run and hide as he always does. He is a coward.,MACE WINDU, General Grievous will run and hide as he always does. He is a coward.,Revenge of the Sith,Male
278,280,PALPATINE: That maybe true but with Count Dooku dead he is the leader of the Droid Army and I assure you the Senate will vote to continue the war as long as Grievous is alive.,PALPATINE, That maybe true but with Count Dooku dead he is the leader of the Droid Army and I assure you the Senate will vote to continue the war as long as Grievous is alive.,Revenge of the Sith,Male
279,281,MACE WlNDU: Then the Jedi Council will make finding Grievous our highest priority.,MACE WINDU, Then the Jedi Council will make finding Grievous our highest priority.,Revenge of the Sith,Male
280,282,BAIL ORGANA: Skywalker the Republic cannot praise you enough.,BAIL ORGANA, Skywalker the Republic cannot praise you enough.,Revenge of the Sith,Male
281,283,ANAKIN: Thank you Senator Organa. The kidnapping was a bold move by the Separatists but it was a mistake that Obi-Wan and I were able to take advantage of.,ANAKIN, Thank you Senator Organa. The kidnapping was a bold move by the Separatists but it was a mistake that Obi-Wan and I were able to take advantage of.,Revenge of the Sith,Male
282,284,C-3PO: It couldn't possibly be as bad as all that.,C-3PO, It couldn't possibly be as bad as all that.,Revenge of the Sith,Droid
283,285,C-3PO: (continuing) Well there I agree with you. In fact I could do with a tune-up myself.,C-3PO,  Well there I agree with you. In fact I could do with a tune-up myself.,Revenge of the Sith,Droid
284,286,BAIL ORGANA: The end of Count Dooku will surely bring an end to this war and an end to the Chancellor's draconian security measures.,BAIL ORGANA, The end of Count Dooku will surely bring an end to this war and an end to the Chancellor's draconian security measures.,Revenge of the Sith,Male
285,287,ANAKIN: I wish that were so but the fighting is going to continue until General Grievous is spare parts . . . The Chancellor is very clear about that.,ANAKIN, I wish that were so but the fighting is going to continue until General Grievous is spare parts . . . The Chancellor is very clear about that.,Revenge of the Sith,Male
286,288,BAIL ORGANA: I'll do everything I can with the Senate.,BAIL ORGANA, I'll do everything I can with the Senate.,Revenge of the Sith,Male
287,289,ANAKIN: Excuse me.,ANAKIN, Excuse me.,Revenge of the Sith,Male
288,290,BAIL ORGANA: Certainly.,BAIL ORGANA, Certainly.,Revenge of the Sith,Male
289,291,PADME: Oh Anakin! Thank goodness you're back.,PADME, Oh Anakin! Thank goodness you're back.,Revenge of the Sith,Female
290,292,ANAKIN: I missed you Padme. I've missed you so.,ANAKIN, I missed you Padme. I've missed you so.,Revenge of the Sith,Male
291,293,PADME: There were whispers . . . that you'd been killed. I've been living with unbearable dread.,PADME, There were whispers . . . that you'd been killed. I've been living with unbearable dread.,Revenge of the Sith,Female
292,294,ANAKIN: I'm back I'm all right. It feels like we've been apart for a lifetime. And it might have been ... If the Chancellor hadn't been kidnapped. I don't think they would have ever brought us back from the Outer Rim sieges.,ANAKIN, I'm back I'm all right. It feels like we've been apart for a lifetime. And it might have been ... If the Chancellor hadn't been kidnapped. I don't think they would have ever brought us back from the Outer Rim sieges.,Revenge of the Sith,Male
293,295,PADME: Wait not here . . .,PADME, Wait not here . . .,Revenge of the Sith,Female
294,296,ANAKIN: Yes here! I'm tired of all this deception. I don't care if they know we're married.,ANAKIN, Yes here! I'm tired of all this deception. I don't care if they know we're married.,Revenge of the Sith,Male
295,297,PADME: Anakin don't say things like that. You're important to the Republic ... to ending this war. I love you more than anything but I won't let you give up your life as a Jedi for me . . .,PADME, Anakin don't say things like that. You're important to the Republic ... to ending this war. I love you more than anything but I won't let you give up your life as a Jedi for me . . .,Revenge of the Sith,Female
296,298,ANAKIN: I've given my life to the Jedi order but I'd only give up my life for you.,ANAKIN, I've given my life to the Jedi order but I'd only give up my life for you.,Revenge of the Sith,Male
297,299,PADME: (playfully) I wouldn't like that. I wouldn't like that one bit. Patience my handsome Jedi . . . Come to me later.,PADME,  I wouldn't like that. I wouldn't like that one bit. Patience my handsome Jedi . . . Come to me later.,Revenge of the Sith,Female
298,300,ANAKIN: Are you all right? You're trembling. What's going on?,ANAKIN, Are you all right? You're trembling. What's going on?,Revenge of the Sith,Male
299,301,PADME: I'm just excited to see you.,PADME, I'm just excited to see you.,Revenge of the Sith,Female
300,302,ANAKIN: That's not it. I sense more . . . what is it?,ANAKIN, That's not it. I sense more . . . what is it?,Revenge of the Sith,Male
301,303,PADME: Nothing . . . nothing . . .,PADME, Nothing . . . nothing . . .,Revenge of the Sith,Female
302,304,ANAKIN: You're frightened. (a little angry) Tell me what's going on!,ANAKIN, You're frightened.  Tell me what's going on!,Revenge of the Sith,Male
