,Characters,Dialogue,Movie,Gender,length
728,STORMTROOPER, Wait stop.,Rogue One,Male,2
729,K-2SO,The rebels! They went over there.,Rogue One,Droid,6
730,K-2SO,The rebels! They went over there.,Rogue One,Droid,6
731,CASSIAN, Kay. What's going on out there?,Rogue One,Male,6
732,K-2SO, There's one. Oh well.,Rogue One,Droid,4
733,K-2SO, There's one. Oh well.,Rogue One,Droid,4
734,RED PILOT,Come on!,Rogue One,,2
735,GOLD LEADER, Red Leader this is Gold Leaderwe're starting our attack run on the shield gate. Keep it tight and watch out for those towers.,Rogue One,Male,23
736,GOLD PILOT, More fighters. Form up at 65.,Rogue One,,6
737,LIEUTENANT, Sir enemy fighters coming in.,Rogue One,Male,5
738,TONC, There's a master switch to the base of the Comm tower.,Rogue One,Male,11
739,BLUE LEADER, Two wings reinforce those troops on the beach. All fighters on me. We have to shield them from air attack.,Rogue One,Male,20
740,BLUE ELEVEN, Troop reinforcements.,Rogue One,,2
741,REBEL MARINE, Here we go. For Jedha!,Rogue One,,5
742,MARINE, Jedha!,Rogue One,,1
743,RED PILOT, Stick close Red 5 where are you going?,Rogue One,,8
744,RED 5, I'm trying to lose them. This is Red 5 I need help!,Rogue One,,12
745,JYN ERSO, Hyperspace Tracking Navigational Systems.,Rogue One,Female,4
746,K-2SO, Two screens down. Structural Engineering open that one!,Rogue One,Droid,8
747,K-2SO, Two screens down. Structural Engineering open that one!,Rogue One,Droid,8
748,BLUE LEADER, I got one on my tail.,Rogue One,Male,6
749,BLUE,I'm on it.,Rogue One,,3
750,JYN ERSO, Project code names: Stellarsphere. Mark Omega. Pax Aurora. War-Mantle. Cluster-Prism.,Rogue One,Female,10
751,CASSIAN, What?,Rogue One,Male,1
752,JYN ERSO, Stardust. That's it.,Rogue One,Female,3
753,CASSIAN, How do you know that?,Rogue One,Male,5
754,JYN ERSO, I know because it's me.,Rogue One,Female,5
755,STORMTROOPER, Hey you. Identify yourself.,Rogue One,Male,4
756,BODHI, I can explain.,Rogue One,Male,3
757,STORMTROOPER, Incoming fire take cover!,Rogue One,Male,4
758,CASSIAN, Kay we need the file for Stardust!,Rogue One,Male,7
759,K-2SO, Stardust.,Rogue One,Droid,1
760,K-2SO, Stardust.,Rogue One,Droid,1
761,JYN ERSO, That's it.,Rogue One,Female,2
762,CASSIAN, Kay.,Rogue One,Male,1
763,K-2SO, Climb.Climb. You can still send the plans to the fleet. If they open the shield gate you can broadcast from the tower! Locking the vault door now.,Rogue One,Droid,27
764,K-2SO, Climb.Climb. You can still send the plans to the fleet. If they open the shield gate you can broadcast from the tower! Locking the vault door now.,Rogue One,Droid,27
765,CASSIAN, Kay.Kay!,Rogue One,Male,1
766,K-2SO, Good bye.,Rogue One,Droid,2
767,K-2SO, Good bye.,Rogue One,Droid,2
768,CASSIAN, Kay!,Rogue One,Male,1
769,SOLDIER, Sir unauthorized access at the data vault.,Rogue One,Male,7
770,KRENNIC, What.,Rogue One,Male,1
771,SOLDIER, It's just come in sir.,Rogue One,Male,5
772,KRENNIC, Send my guard squadron into battle! Two men with me now! Get that beach under control!,Rogue One,Male,16
773,CASSIAN, Bodhi?Are you there? Have you got the switch?,Rogue One,Male,8
774,BODHI, I can't get to the shuttle I can't plug in!,Rogue One,Male,10
775,CASSIAN, You have to! They have to hit that gate. If the shield's open we can send the plans!,Rogue One,Male,18
776,BLUE , General behind you!,Rogue One,,3
777,REBEL, Take them out.,Rogue One,Male,3
778,JYN ERSO,Step back.,Rogue One,Female,2
779,BLUE ELEVEN, We're going down!,Rogue One,,3
780,REBEL, Come on! Look out.,Rogue One,Male,4
781,BODHI, Melshi.Melshi come in please.,Rogue One,Male,4
782,MELSHI, I'm tied in at my end I just need an open line. Hang on. The master switch it's over at that console. I'm going!,Rogue One,Male,24
783, JYN ERSO, I've got it.,Rogue One,,3
784,CASSIAN, Careful!You okay?,Rogue One,Male,2
785,CASSIAN,Jyn!,Rogue One,Male,1
786,CHIRRUT, I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me.,Rogue One,Male,22
787,BAZE, Chirrut!,Rogue One,Male,1
788,CHIRRUT, I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me.,Rogue One,Male,66
789,BAZE, Chirrut come back!,Rogue One,Male,3
790,BODHI, Yes!,Rogue One,Male,1
791,CASSIAN, Keep going.Keep going!,Rogue One,Male,3
792,JYN ERSO, Cassian.,Rogue One,Female,1
793,BAZE, Chirrut come! Come with me!                    ,Rogue One,Male,5
794,BAZE, Chirrut!Chirrut don't go. Don't go.,Rogue One,Male,5
795,BAZE, I'm here.I'm here.It's okay.It's okay.,Rogue One,Male,5
796,CHIRRUT, Look for the Force…,Rogue One,Male,4
797,BAZE, Chirrut.,Rogue One,Male,1
798,CHIRRUT, …and you will always find me. The Force is with me. I'm one with the Force. The Force is with me. I'm one with the Force. The Force is with me.                                                             ,Rogue One,Male,31
799,BAZE, and I'm one with the Force.,Rogue One,Male,6
800,RADDUS, There's no turning back now we have to press the attack.                                                 ,Rogue One,Male,11
801,GOLD LEADER, Hit that opening.,Rogue One,Male,3
802,GOLD NINE, We see it Gold Leader. Ion torpedoes away.,Rogue One,,8
803,OFFICER,- What's happening?,Rogue One,Male,3
804,IMPERIAL, We've lost engine power sir.,Rogue One,Male,5
805,RADDUS, That Star Destroyer is disabled.,Rogue One,Male,5
806,BODHI, This is Rogue One calling any Alliance ships that can hear me! Is there anybody up there? This is Rogue One! Come in over.,Rogue One,Male,24
807,RADDUS, This is Admiral Raddus Rogue One we hear you!,Rogue One,Male,9
808,BODHI, We have the plans! They found the Death Star plans. They have to transmit them from the communications tower! You have to take down the shield gate. It's the only way to going to get them through!,Rogue One,Male,37
809,RADDUS, Call up a Hammerhead corvette. I have an idea. Standby Rogue One we're on it.,Rogue One,Male,15
810,BODHI, This is for you Galen.,Rogue One,Male,5
811,BAZE, The Force is with me. I'm one with the Force.,Rogue One,Male,10
812,HAMMERHEAD CAPTAIN, Corvette 5 locked on target. Prepare for impact.,Rogue One,,8
813,HAMMERHEAD CAPTAIN,Sublight thrusters full power!,Rogue One,,4
814,COMPUTER, Reset antenna alignment.Reset antenna alignment.Reset antenna alignment. Reset antenna alignment.,Rogue One,,10
815,IMPERIAL OFFICER, Reverse engines full power!,Rogue One,,4
816,COMPUTER, Antenna alignment. Ready to transmit.,Rogue One,,5
817,KRENNIC, Who are you?,Rogue One,Male,3
818,JYN ERSO, You know who I am. I'm Jyn Erso. Daughter of Galen and Lyra. You've lost.,Rogue One,Female,15
819,KRENNIC, Oh I have have I?,Rogue One,Male,5
820,JYN ERSO, My father's revenge. He built a flaw in the Death Star. He put a fuse in the middle of your machine and I've just told the entire galaxy how to light it.                                                             ,Rogue One,Female,32
821,KRENNIC, The shield is up your signal will never reach the rebel base. All you ships in here will be destroyed. I lose nothing but time. YOU on the other hand die with the Rebellion.,Rogue One,Male,34
822,COMPUTER, Transmitting. Transmitting.,Rogue One,,2
823,LIEUTENANT, Admiral receiving transmission from Scarif.,Rogue One,Male,5
824,CASSIAN,Hey leave it. Leave it. That's it.That's it. Let's go.,Rogue One,Male,10
825,COMPUTER, Transmission received.,Rogue One,,2
826,LIEUTENANT, Admiral we have the plans!,Rogue One,Male,5
827,RADDIS, She did it.,Rogue One,,3
828,CASSIAN, Do you think anybody is listening?,Rogue One,Male,6
829,JYN ERSO, I do. Someone's out there.,Rogue One,Female,5
830,LIEUTENANT, Sir we're detecting a massive object emerging from hyperspace.,Rogue One,Male,9
831,ROMODI, Sir shall I begin targeting their fleet?,Rogue One,Male,7
832,TARKIN, You may fire when ready. ,Rogue One,Male,5
833,ROMODI, Commence primary ignition.,Rogue One,Male,3
834,RADDUS, Rogue One may the Force be with you. All ships prepare for jump to hyperspace!,Rogue One,Male,15
835,JYN ERSO, I’m glad you came.              ,Rogue One,Female,4
836,CASSIAN, You father would have been proud of you Jyn.,Rogue One,Male,9
837,CAPTAIN CORSSIN, The rebel flag ship is disabled my lord but has received transmission from the surface.,Rogue One,,15
838,DARTH VADER, Prepare a boarding party.,Rogue One,Male,4
839,CAPTAIN CORSSIN, Yes my lord.,Rogue One,,3
840,REBEL, Hurry!         ,Rogue One,Male,1
841,REBEL 2, Let’s go!                        ,Rogue One,,2
842,REBEL 1, We got to go now.            ,Rogue One,,5
843,REBEL, Hurry let's go.,Rogue One,Male,3
844,REBEL, It's stuck.,Rogue One,Male,2
845,REBEL, Hey help!,Rogue One,Male,2
846,REBEL, Open fire!,Rogue One,Male,2
847,REBEL, Help us!,Rogue One,Male,2
848,REBEL, It's jammed.,Rogue One,Male,2
849,REBEL, Pull it!,Rogue One,Male,2
850,REBEL, Here. Here. Take it! Take it.,Rogue One,Male,6
851,REBEL, LAUNCH!,Rogue One,Male,1
852,CAPTAIN ANTILLES, Make sure you secure the airlock. And prepare the escape pods.,Rogue One,Male,11
853,CAPTAIN ANTILLES, Your Highness. The transmission we received. What is it they've sent us?,Rogue One,Male,12
854,LEIA, Hope.,Rogue One,Female,1
855,YOUNG JYN ERSO, Mama.,Rogue One,Female,1
856,LYRA, We know. Jyn gather your things it's time.,Rogue One,Female,8
857,SAW, Hello.,Rogue One,,1
858,GALEN ERSO,Jyn come here. Remember whatever I do I do it to protect you. Say you understand.,Rogue One,Male,16
859,YOUNG JYN ERSO, I understand.,Rogue One,Female,2
860,GALEN ERSO, I love you Stardust.,Rogue One,Male,4
861,YOUNG JYN ERSO, I love you too Papa.,Rogue One,Female,5
862,LYRA, Galen.,Rogue One,Female,1
863,GALEN ERSO, Go.,Rogue One,Male,1
864,LYRA, Jyn.You know where to go don't you? Trust the Force.,Rogue One,Female,10
865,KRENNIC, You're a hard man to find Galen. But farming? Really a man of your talents?,Rogue One,Male,15
866,GALEN ERSO, It's a peaceful life.,Rogue One,Male,4
867,KRENNIC, It's lonely I imagine.,Rogue One,Male,4
868,GALEN ERSO, Since Lyra died yes.,Rogue One,Male,4
869,KRENNIC, Oh. Oh. My condolences. Search the house!,Rogue One,Male,7
870,DEATHTROOPER, Understood.,Rogue One,,1
871,GALEN ERSO, What is it you want?,Rogue One,Male,5
872,KRENNIC, The work has stalled I need you to come back.,Rogue One,Male,10
873,GALEN ERSO, I won't do it Krennic.,Rogue One,Male,5
874,KRENNIC, We're on the verge of greatness. We were this close to providing peace security for the galaxy.,Rogue One,Male,17
875,GALEN ERSO, You're confusing peace with terror.,Rogue One,Male,5
876,KRENNIC, Do I huh? You have to start somewhere.,Rogue One,Male,8
877,GALEN ERSO, I'll be of no help Krennic. My mind just isn't what it was. I have trouble remembering even simple things.,Rogue One,Male,20
878,KRENNIC, Galen you're an inspired scientist but you're a terrible liar. Now I admire the effort I really do.,Rogue One,Male,18
879,KRENNIC, Oh look here's Lyra back from the dead. It's a miracle.,Rogue One,Male,11
880,KRENNIC, Stop!,Rogue One,Male,1
881,KRENNIC, Oh Lyra. Troublesome as ever.,Rogue One,Male,5
882,LYRA, You're not taking him.,Rogue One,Female,4
883,KRENNIC, No of course I'm not. I'm taking you all. You'll all come. You your child You'll all live in comfort.,Rogue One,Male,20
884,LYRA, As hostages.,Rogue One,Female,2
885,KRENNIC, As 'heroes of the Empire.',Rogue One,Male,5
886,GALEN ERSO, Lyra. Put it down. Think very carefully.,Rogue One,Male,7
887,LYRA, You will never win.,Rogue One,Female,4
888,KRENNIC, Do it.,Rogue One,Male,2
889,GALEN ERSO, Lyra! No!,Rogue One,Male,2
890,KRENNIC, They have a child. Find it!,Rogue One,Male,6
891,SAW GERRERA, My child. Come.Come.We have a long ride ahead of us.,Rogue One,Male,10
892,STORMTROOPER, Check in security. Cell block 4227. 4227.,Rogue One,Male,7
893,TIVIK, I was about to leave.,Rogue One,Male,5
894,CASSIAN, I came as fast as I could.,Rogue One,Male,7
895,TIVIK, I have to get back on board. Walk with me.,Rogue One,Male,10
896,CASSIAN, Back to Jedha?,Rogue One,Male,3
897,TIVIK, They'll leave without me!,Rogue One,Male,4
898,CASSIAN, Easy. You have news from Jedha? Come on.,Rogue One,Male,8
899,TIVIK, An Imperial pilot one of the cargo drivers. He defected yesterday. He's telling people they're making a weapon. The kyber crystals that's what they're for.,Rogue One,Male,25
900,CASSIAN, What kind of weapon?,Rogue One,Male,4
901,TIVIK, Look I have to go.,Rogue One,Male,5
902,CASSIAN, What kind of weapon?,Rogue One,Male,4
903,TIVIK, A planet killer. That's what he called it.,Rogue One,Male,8
904,CASSIAN, A planet killer?,Rogue One,Male,3
905,TIVIK, Someone named Erso sent him. Some old friend of Saw's.,Rogue One,Male,10
906,CASSIAN, Galen Erso? Was it?,Rogue One,Male,4
907,TIVIK, I don't know! They were looking for Saw when we left.,Rogue One,Male,11
908,CASSIAN, Who else knows this?,Rogue One,Male,4
909,TIVIK, I have no idea!It's all falling apart. Saw's right there're spies everywhere.,Rogue One,Male,12
910,STORMTROOPER, What's all this?,Rogue One,Male,3
911,STORMTROOPER, Come on let's see some scandocs.,Rogue One,Male,6
912,CASSIAN, Yeah of course.My gloves?,Rogue One,Male,4
913,TIVIK,No What've you done?,Rogue One,Male,4
914,STORMTROOPERS, Troopers down section 9.,Rogue One,,4
915,TIVIK, Are you crazy? I'll never climb out of here. My arm...,Rogue One,Male,11
916,MILITIA, (Sir.),Rogue One,,1
917,STORMTROOPER, What now?,Rogue One,Male,2
918,STORMTROOPER,I don't know. Must be another pick up.,Rogue One,Male,8
919,STORMTROOPER,I thought we had everybody.,Rogue One,Male,5
920,SOLDIER,All clear sir.,Rogue One,Male,3
921,MELSHI, Hallik! Liana Hallik!,Rogue One,Male,3
922,SOLDIER, Her.,Rogue One,Male,1
923,MELSHI, You want to get out of here?,Rogue One,Male,7
924,PRISONER, Hey! What about me?,Rogue One,,4
925,K-2SO, [chokeslamming Jyn for trying to escape]Congratulations.You are being rescued. Please do not resist.,Rogue One,Droid,13
926,K-2SO, [chokeslamming Jyn for trying to escape]Congratulations.You are being rescued. Please do not resist.,Rogue One,Droid,13
927,PA, LU-28 report to maintenance level 4.,Rogue One,,6
928,CASSIAN, We think you might be able to help us.,Rogue One,Male,9
929,MON MOTHMA, This is Captain Cassian Andor Rebel Intelligence.,Rogue One,Female,7
930,CASSIAN, When was the last time you were in contact with your father?,Rogue One,Male,12
931,JYN ERSO, 15 years ago.,Rogue One,Female,3
932,CASSIAN, Any idea where he's been all that time?,Rogue One,Male,8
933,JYN ERSO, I like to think he's dead makes things easier.,Rogue One,Female,9
934,CASSIAN, Easier than what? That he's being a tool of the Imperial war machine?,Rogue One,Male,13
935,JYN ERSO, I've never had the luxury of political opinions.,Rogue One,Female,8
936,CASSIAN, Really? When was your last contact with Saw Gerrera?,Rogue One,Male,9
937,JYN ERSO, It's been a long time.,Rogue One,Female,5
938,JYN ERSO, I was a child Saw Gerrera saved my life. He raised me. But I've no idea where he is. I haven't seen him in years.,Rogue One,Female,25
939,CASSIAN,We know how to find him that's not our problem. What we need is someone who gets us through the door without being killed.,Rogue One,Male,24
940,JYN ERSO, You're all rebels aren't you?,Rogue One,Female,5
941,MON MOTHMA, Yes but Saw Gerrera's an extremist. He's been fighting on his own since he broke with the Rebellion. His militancy has caused the Alliance a great many problems. We have no choice now but to try to mend that broken trust.,Rogue One,Female,41
942,JYN ERSO, What does this have to do with my father?,Rogue One,Female,9
943,JYN ERSO, And if I do it?,Rogue One,Female,5
944,MON MOTHMA, We'll make sure you go free.,Rogue One,Female,6
945,GENERAL DRAVEN, Captain Andor!,Rogue One,,2
946,K-2SO, I'm K-2SO. I'm a reprogrammed Imperial droid.,Rogue One,Droid,7
947,K-2SO, I'm K-2SO. I'm a reprogrammed Imperial droid.,Rogue One,Droid,7
948,JYN ERSO, I remember you.,Rogue One,Female,3
949,K-2SO, I see the Council is sending you with us to Jedha.,Rogue One,Droid,11
950,K-2SO, I see the Council is sending you with us to Jedha.,Rogue One,Droid,11
951,JYN ERSO, Apparently so.,Rogue One,Female,2
952,K-2SO, That is a bad idea. I think so and so does Cassian. What do I know? My specialty is just strategic analysis.,Rogue One,Droid,22
953,K-2SO, That is a bad idea. I think so and so does Cassian. What do I know? My specialty is just strategic analysis.,Rogue One,Droid,22
954,GENERAL DRAVEN, Galen Erso is vital to the Empire's weapon program. Forget what you heard in there there will be no extraction. You find him you kill him.Then and there.,Rogue One,,28
955,CASSIAN,You met Kay-Tu?,Rogue One,Male,3
956,JYN ERSO, Charming.,Rogue One,Female,1
957,CASSIAN,He tends to say whatever comes into his circuits. It's a by-product of the reprogram.,Rogue One,Male,15
958,K-2SO, Why does she get a blaster and I don't?,Rogue One,Droid,9
959,K-2SO, Why does she get a blaster and I don't?,Rogue One,Droid,9
960,CASSIAN, What.,Rogue One,Male,1
961,JYN ERSO, I know how to use it.,Rogue One,Female,6
962,CASSIAN, That's what I'm afraid of. Give it to me.,Rogue One,Male,9
963,JYN ERSO, We're going to Jedha. That's a war zone.,Rogue One,Female,8
964,CASSIAN, That's not the point. Where did you get it?,Rogue One,Male,9
965,JYN ERSO, I found it.,Rogue One,Female,3
966,K-2SO, I find that answer vague and unconvincing.,Rogue One,Droid,7
967,K-2SO, I find that answer vague and unconvincing.,Rogue One,Droid,7
968,JYN ERSO, Trust goes both ways.,Rogue One,Female,4
969,K-2SO, You're letting her keep it? Would you like to know the probability of her using it against you? It's high.,Rogue One,Droid,20
970,K-2SO, You're letting her keep it? Would you like to know the probability of her using it against you? It's high.,Rogue One,Droid,20
971,CASSIAN, Let's get going.,Rogue One,Male,3
972,K-2SO, It's very high.,Rogue One,Droid,3
973,K-2SO, It's very high.,Rogue One,Droid,3
974,SAW GERRERA, Lies!Deceptions!Let's see it. Bodhi Rook. Cargo pilot. Local boy huh?,Rogue One,Male,10
975,BODHI, Uh-huh.,Rogue One,Male,1
976,MILITIA, (This was found in his boot when he was captured),Rogue One,,10
977,BODHI, Okay I can hear you.He didn't capture meI came here myself.I defected I defected.,Rogue One,Male,14
978,SAW GERRERA, Every day more lies.,Rogue One,Male,4
979,BODHI, Lies? Would I risk everything for a lie? No we don't have time for this! I have to speak to Saw Gerrera before it's too late.,Rogue One,Male,26
980,BODHI, Okay... So you... Um. Uh.That's-That's for you. And I gave it to them they did not find it! I gave it to them. Galen Erso. He told me to find you.,Rogue One,Male,31
981,SAW GERRERA, Bor Gullet.,Rogue One,Male,2
982,BODHI, Bor Gullet? Galen Erso sent me! He told me to find you!,Rogue One,Male,12
983,TARKIN, Most unfortunate about the security breach on Jedha Director Krennic. After so many setbacks and delays and now this. We've heard word of rumors circulating through the city. Apparently you've lost a rather talkative cargo pilot. If the Senate gets wind of our project countless systems will flock to the Rebellion.,Rogue One,Male,51
984,KRENNIC, When the battle station is finished Governor Tarkin the Senate will be of little concern.,Rogue One,Male,15
985,TARKIN, When has become now Director Krennic. The Emperor will tolerate no further delay you have made time an ally of the Rebellion. I suggest we solve both problems simultaneously with an immediate test of the weapon. Failure will find you explaining why to a far less patient audience.,Rogue One,Male,48
986,KRENNIC,I will not fail.,Rogue One,Male,4
987,LYRA, Galen.,Rogue One,Female,1
988,CASSIAN,We're coming into orbit.You have controls.,Rogue One,Male,6
989,CASSIAN, That's Jedha.Or what's left of it. We find Saw we find your father.,Rogue One,Male,13
990,JYN ERSO,What's with the Destroyer?,Rogue One,Female,4
991,CASSIAN,It's because of your old friend Saw Gerrera. He's been attacking the cargo shipments.,Rogue One,Male,14
992,JYN ERSO,What are they bringing in?,Rogue One,Female,5
993,JYN ERSO, Maybe we should leave target practice behind.,Rogue One,Female,7
994,K-2SO, Are you talking about me?,Rogue One,Droid,5
995,K-2SO, Are you talking about me?,Rogue One,Droid,5
996,CASSIAN,She's right.We need to blend in. Stay with the ship.,Rogue One,Male,10
997,K-2SO, I can blend in. I'm an Imperial droid. This city is under Imperial occupation,Rogue One,Droid,14
998,K-2SO, I can blend in. I'm an Imperial droid. This city is under Imperial occupation,Rogue One,Droid,14
999,JYN ERSO, Half the people here want to reprogram you. The other half want to put a hole in your head.,Rogue One,Female,19
1000,K-2SO, I'm surprised you're so concerned with my safety.,Rogue One,Droid,8
1001,K-2SO, I'm surprised you're so concerned with my safety.,Rogue One,Droid,8
1002, JYN ERSO, I'm not. I'm just worried they might miss you and hit me.,Rogue One,,12
1003,K-2SO, Doesn't sound so bad to me.,Rogue One,Droid,6
1004,K-2SO, Doesn't sound so bad to me.,Rogue One,Droid,6
1005,SAW GERRERA, Bor Gullet can feel your thoughts No lie is safe.What have you really brought me cargo pilot?Bor Gullet will know the truth.The unfortunate side effect is that one tends to lose one's mind.,Rogue One,Male,33
1006,BODHI, No.,Rogue One,Male,1
1007,DR. EVAZAN, Hey you just watch yourself.,Rogue One,Male,5
1008,CASSIAN, No no.Tourist we don't want any trouble sorry. Come on. Come on.,Rogue One,Male,12
1009,STORMTROOPER, Citizens of Jedhayou must come forward with information of the location of this missing cargo pilot. A reward of 600 credits for the information shall be awarded.,Rogue One,Male,27
1010,CASSIAN, I had a contact one of Saw's rebels but he's just gone missing.His sister will be looking for him. The temple's been destroyed but she'll be there waiting. We'll give her your name and hope that gets us a meeting with Saw.,Rogue One,Male,42
1011,JYN ERSO, Hope?,Rogue One,Female,1
1012,CASSIAN, Yeah. Rebellions are built on hope.,Rogue One,Male,6
1013,STORMTROOPER, Hands where I can see them. Get over there. Show me some identification. Check inside.,Rogue One,Male,15
