,10,Script,test,Characters,Dialogue,test_2,Movie
6116,,GENERAL GRIEVOUS: You lose General Kenobi.NoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, You lose General Kenobi.,True,Revenge of the Sith
6118,,PILOT: The ship is breaking up!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PILOT, The ship is breaking up!,True,Revenge of the Sith
6119,,GENERAL GRIEVOUS: We've run out of time.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, We've run out of time.,True,Revenge of the Sith
6123,,PALPATINE: The hull is burning up!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, The hull is burning up!,True,Revenge of the Sith
6128,,GENERAL GRIEVOUS: Time to abandon ship.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, Time to abandon ship.,True,Revenge of the Sith
6134,,ANAKIN: All the escape pods have been launched.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, All the escape pods have been launched.,True,Revenge of the Sith
6135,,OBI-WAN: Grievous. Can you fly a cruiser like this?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Grievous. Can you fly a cruiser like this?,True,Revenge of the Sith
6136,,ANAKIN: You mean do I know how to land what's left of this thing?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, You mean do I know how to land what's left of this thing?,True,Revenge of the Sith
6138,,OBI-WAN: Well?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Well?,True,Revenge of the Sith
6139,,ANAKIN: Under the circumstances I'd say the ability to pilot this thing is irrelevant. Strap yourselves in.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Under the circumstances I'd say the ability to pilot this thing is irrelevant. Strap yourselves in.,True,Revenge of the Sith
6141,,OBI-WAN: Steady . . . Attitude . . . eighteen degrees.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Steady . . . Attitude . . . eighteen degrees.,True,Revenge of the Sith
6143,,ANAKIN: Pressure rising. We've got to slow this wreck down. Open all hatches extend all flaps and drag fins.NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Pressure rising. We've got to slow this wreck down. Open all hatches extend all flaps and drag fins.,True,Revenge of the Sith
6144,,OBI-WAN: Temp steady. Hatches open flaps extended drag fins . . .NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Temp steady. Hatches open flaps extended drag fins . . .,True,Revenge of the Sith
6146,,ANAKIN: We lost something.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, We lost something.,True,Revenge of the Sith
6147,,OBI-WAN: Not to worry we're still flying half the ship.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Not to worry we're still flying half the ship.,True,Revenge of the Sith
6148,,ANAKIN: Now we're really picking up speed . . . I'm going to shift a few degrees and see if I can slow us down.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Now we're really picking up speed . . . I'm going to shift a few degrees and see if I can slow us down.,True,Revenge of the Sith
6149,,OBI-WAN: Careful . . . we're heating up-twelve thousand . . . thirteen thousand . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Careful . . . we're heating up-twelve thousand . . . thirteen thousand . . .,True,Revenge of the Sith
6150,,ANAKIN: What's our speed?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, What's our speed?,True,Revenge of the Sith
6151,,OBI-WAN: Eight plus sixty-forty. Eight plus sixty-twenty. Eight plus sixty. Temp ten thousand nine thousand . . . we're in the atmosphere . . .NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Eight plus sixty-forty. Eight plus sixty-twenty. Eight plus sixty. Temp ten thousand nine thousand . . . we're in the atmosphere . . .,True,Revenge of the Sith
6153,,ANAKIN: Grab that . . . Keep us level.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Grab that . . . Keep us level.,True,Revenge of the Sith
6154,,OBI-WAN: Steady. Steady.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Steady. Steady.,True,Revenge of the Sith
6155,,ANAKIN: Easy Artoo. Hang on this may get a little rough. We lost our heat shields.NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Easy Artoo. Hang on this may get a little rough. We lost our heat shields.,True,Revenge of the Sith
6156,,OBI-WAN: Five thousand. Three thousand . . . two thousand. Fireships on the left and the right.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Five thousand. Three thousand . . . two thousand. Fireships on the left and the right.,True,Revenge of the Sith
6157,,FlRESHIP PILOT: We'll take you in.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,FlRESHIP PILOT, We'll take you in.,True,Revenge of the Sith
6158,,OBI-WAN: Copy that. Landing strip's straight ahead.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Copy that. Landing strip's straight ahead.,True,Revenge of the Sith
6159,,ANAKIN: We're coming in too hot.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, We're coming in too hot.,True,Revenge of the Sith
6160,,OBI-WAN: Easy-easy.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Easy-easy.,True,Revenge of the Sith
6164,,OBI-WAN: Another happy landing.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Another happy landing.,True,Revenge of the Sith
6167,,ANAKIN: (to Obi-Wan) Are you coming Master?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  Are you coming Master?,True,Revenge of the Sith
6168,,OBI-WAN: Oh no. I'm not brave enough for politics. I have to report to the Council. Besides someone needs to be the poster boy.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Oh no. I'm not brave enough for politics. I have to report to the Council. Besides someone needs to be the poster boy.,True,Revenge of the Sith
6169,,ANAKIN: Hold on this whole operation was your idea. You planned it. You led the rescue operation. You have to be the one to take the bows this time.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Hold on this whole operation was your idea. You planned it. You led the rescue operation. You have to be the one to take the bows this time.,True,Revenge of the Sith
6170,,OBI-WAN: Sorry old friend. Let us not forget that you rescued me from the Buzz Droids. And you killed Count Dooku. And you rescued the Chancellor carrying me unconscious on your back and you managed to land that bucket of bolts safely . . .NoneNoneNoneNoneNoneNone,True,OBI-WAN, Sorry old friend. Let us not forget that you rescued me from the Buzz Droids. And you killed Count Dooku. And you rescued the Chancellor carrying me unconscious on your back and you managed to land that bucket of bolts safely . . .,True,Revenge of the Sith
6171,,ANAKIN: All because of your training Master. You deserve all those speeches of your greatness.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, All because of your training Master. You deserve all those speeches of your greatness.,True,Revenge of the Sith
6172,,OBI-WAN: . . . the endless speeches . . . Anakin let's be fair. Today you are the hero and you deserve your glorious day with the politicians.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, . . . the endless speeches . . . Anakin let's be fair. Today you are the hero and you deserve your glorious day with the politicians.,True,Revenge of the Sith
6173,,ANAKIN: All right. But you owe me . . . and not for saving your skin for the tenth time . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, All right. But you owe me . . . and not for saving your skin for the tenth time . . .,True,Revenge of the Sith
6174,,OBI-WAN: Ninth time . . . that business on Cato Nemoidia doesn't count. I'll see you at the briefing.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Ninth time . . . that business on Cato Nemoidia doesn't count. I'll see you at the briefing.,True,Revenge of the Sith
6176,,MACE WlNDU: Chancellor Palpatine what a welcome sight! Are you all right?NoneNoneNoneNoneNoneNoneNoneNone,True,MACE WlNDU, Chancellor Palpatine what a welcome sight! Are you all right?,True,Revenge of the Sith
6177,,PALPATINE: Yes thanks to your two Jedi Knights. They killed Count Dooku but General Grievous has escaped once again.NoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Yes thanks to your two Jedi Knights. They killed Count Dooku but General Grievous has escaped once again.,True,Revenge of the Sith
6178,,MACE WlNDU: General Grievous will run and hide as he always does. He is a coward.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,MACE WlNDU, General Grievous will run and hide as he always does. He is a coward.,True,Revenge of the Sith
6179,,PALPATINE: That maybe true but with Count Dooku dead he is the leader of the Droid Army and I assure you the Senate will vote to continue the war as long as Grievous is alive.NoneNoneNoneNoneNone,True,PALPATINE, That maybe true but with Count Dooku dead he is the leader of the Droid Army and I assure you the Senate will vote to continue the war as long as Grievous is alive.,True,Revenge of the Sith
6180,,MACE WlNDU: Then the Jedi Council will make finding Grievous our highest priority.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,MACE WlNDU, Then the Jedi Council will make finding Grievous our highest priority.,True,Revenge of the Sith
6182,,BAIL ORGANA: Skywalker the Republic cannot praise you enough.NoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, Skywalker the Republic cannot praise you enough.,True,Revenge of the Sith
6184,,ANAKIN: Thank you Senator Organa. The kidnapping was a bold move by the Separatists but it was a mistake that Obi-Wan and I were able to take advantage of.NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Thank you Senator Organa. The kidnapping was a bold move by the Separatists but it was a mistake that Obi-Wan and I were able to take advantage of.,True,Revenge of the Sith
6186,,C-3PO: It couldn't possibly be as bad as all that.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO, It couldn't possibly be as bad as all that.,True,Revenge of the Sith
6188,,C-3PO: (continuing) Well there I agree with you. In fact I could do with a tune-up myself.NoneNoneNoneNoneNoneNone,True,C-3PO,  Well there I agree with you. In fact I could do with a tune-up myself.,True,Revenge of the Sith
6191,,BAIL ORGANA: The end of Count Dooku will surely bring an end to this war and an end to the Chancellor's draconian security measures.NoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, The end of Count Dooku will surely bring an end to this war and an end to the Chancellor's draconian security measures.,True,Revenge of the Sith
6192,,ANAKIN: I wish that were so but the fighting is going to continue until General Grievous is spare parts . . . The Chancellor is very clear about that.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I wish that were so but the fighting is going to continue until General Grievous is spare parts . . . The Chancellor is very clear about that.,True,Revenge of the Sith
6194,,BAIL ORGANA: I'll do everything I can with the Senate.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, I'll do everything I can with the Senate.,True,Revenge of the Sith
6195,,ANAKIN: Excuse me.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Excuse me.,True,Revenge of the Sith
6196,,BAIL ORGANA: Certainly.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, Certainly.,True,Revenge of the Sith
6198,,PADME: Oh Anakin! Thank goodness you're back.NoneNoneNoneNoneNoneNoneNone,True,PADME, Oh Anakin! Thank goodness you're back.,True,Revenge of the Sith
6199,,ANAKIN: I missed you Padme. I've missed you so.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I missed you Padme. I've missed you so.,True,Revenge of the Sith
6200,,PADME: There were whispers . . . that you'd been killed. I've been living with unbearable dread.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, There were whispers . . . that you'd been killed. I've been living with unbearable dread.,True,Revenge of the Sith
6201,,ANAKIN: I'm back I'm all right. It feels like we've been apart for a lifetime. And it might have been ... If the Chancellor hadn't been kidnapped. I don't think they would have ever brought us back from the Outer Rim sieges.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm back I'm all right. It feels like we've been apart for a lifetime. And it might have been ... If the Chancellor hadn't been kidnapped. I don't think they would have ever brought us back from the Outer Rim sieges.,True,Revenge of the Sith
6203,,PADME: Wait not here . . .NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Wait not here . . .,True,Revenge of the Sith
6205,,ANAKIN: Yes here! I'm tired of all this deception. I don't care if they know we're married.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Yes here! I'm tired of all this deception. I don't care if they know we're married.,True,Revenge of the Sith
6206,,PADME: Anakin don't say things like that. You're important to the Republic ... to ending this war. I love you more than anything but I won't let you give up your life as a Jedi for me . . .NoneNoneNoneNoneNoneNoneNone,True,PADME, Anakin don't say things like that. You're important to the Republic ... to ending this war. I love you more than anything but I won't let you give up your life as a Jedi for me . . .,True,Revenge of the Sith
6207,,ANAKIN: I've given my life to the Jedi order but I'd only give up my life for you.NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I've given my life to the Jedi order but I'd only give up my life for you.,True,Revenge of the Sith
6208,,PADME: (playfully) I wouldn't like that. I wouldn't like that one bit. Patience my handsome Jedi . . . Come to me later.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME,  I wouldn't like that. I wouldn't like that one bit. Patience my handsome Jedi . . . Come to me later.,True,Revenge of the Sith
6210,,ANAKIN: Are you all right? You're trembling. What's going on?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Are you all right? You're trembling. What's going on?,True,Revenge of the Sith
6211,,PADME: I'm just excited to see you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, I'm just excited to see you.,True,Revenge of the Sith
6212,,ANAKIN: That's not it. I sense more . . . what is it?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, That's not it. I sense more . . . what is it?,True,Revenge of the Sith
6213,,PADME: Nothing . . . nothing . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Nothing . . . nothing . . .,True,Revenge of the Sith
6214,,ANAKIN: You're frightened. (a little angry) Tell me what's going on!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, You're frightened.  Tell me what's going on!,True,Revenge of the Sith
6216,,PADME: You've been gone five months . . . it's been very hard for me. I've never felt so alone. There's . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, You've been gone five months . . . it's been very hard for me. I've never felt so alone. There's . . .,True,Revenge of the Sith
6217,,ANAKIN: . . . Is there someone else?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, . . . Is there someone else?,True,Revenge of the Sith
6218,,PADME: (peeved angry) No! Why do you think that? Your jealousy upsets me so much Anakin. I do nothing to betray you yet you still don't trust me. Nothing has changed.NoneNoneNoneNoneNoneNone,True,PADME,  No! Why do you think that? Your jealousy upsets me so much Anakin. I do nothing to betray you yet you still don't trust me. Nothing has changed.,True,Revenge of the Sith
6219,,ANAKIN: (sheepish) I'm afraid of losing you Padme . . . that's all.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  I'm afraid of losing you Padme . . . that's all.,True,Revenge of the Sith
6220,,PADME: I will never stop loving you Anakin. My only fear is losing you.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, I will never stop loving you Anakin. My only fear is losing you.,True,Revenge of the Sith
6221,,ANAKIN: It's just that I've never seen you like this . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, It's just that I've never seen you like this . . .,True,Revenge of the Sith
6222,,PADME: Something wonderful has happened.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Something wonderful has happened.,True,Revenge of the Sith
6224,,PADME: (continuing) I'm . . . Annie I'm pregnant.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME,  I'm . . . Annie I'm pregnant.,True,Revenge of the Sith
6226,,ANAKIN: That's . . . that's wonderful.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, That's . . . that's wonderful.,True,Revenge of the Sith
6227,,PADME: What are we going to do?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, What are we going to do?,True,Revenge of the Sith
6228,,ANAKIN: We're not going to worry about anything right now all right? This is a happy moment. The happiest moment of my life.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, We're not going to worry about anything right now all right? This is a happy moment. The happiest moment of my life.,True,Revenge of the Sith
6231,,SUPER BATTLE DROID G21: The planet is secure sir. The population is under control.NoneNoneNoneNoneNoneNoneNoneNone,True,SUPER BATTLE DROID G21, The planet is secure sir. The population is under control.,True,Revenge of the Sith
6232,,GENERAL GRIEVOUS: Good. Where is the Separatist Council?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, Good. Where is the Separatist Council?,True,Revenge of the Sith
6233,,SUPER BATTLE DROID G21: This way sir ...NoneNoneNoneNoneNoneNoneNoneNone,True,SUPER BATTLE DROID G21, This way sir ...,True,Revenge of the Sith
6237,,GENERAL GRIEVOUS: Yes Lord Sidious.NoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, Yes Lord Sidious.,True,Revenge of the Sith
6238,,DARTH SlDIOUS: General Grievous I suggest you move the Separatist leaders to Mustafar.NoneNoneNoneNoneNoneNoneNoneNone,True,DARTH SlDIOUS, General Grievous I suggest you move the Separatist leaders to Mustafar.,True,Revenge of the Sith
6239,,GENERAL GRIEVOUS: It will be done My Lord.NoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, It will be done My Lord.,True,Revenge of the Sith
6240,,DARTH SlDIOUS: The end of the war is near General and I promise you victory is assured.NoneNoneNoneNoneNoneNone,True,DARTH SlDIOUS, The end of the war is near General and I promise you victory is assured.,True,Revenge of the Sith
6242,,GENERAL GRIEVOUS: But the loss of Count Dooku?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, But the loss of Count Dooku?,True,Revenge of the Sith
6243,,DARTH SlDIOUS: His death was a necessary loss which will ensure our victory. Soon I will have a new apprentice . . . one far younger and more powerful than Lord Tyranus.NoneNoneNoneNoneNoneNoneNoneNone,True,DARTH SlDIOUS, His death was a necessary loss which will ensure our victory. Soon I will have a new apprentice . . . one far younger and more powerful than Lord Tyranus.,True,Revenge of the Sith
6246,,ANAKIN: . . . every second I was thinking of you. Protecting the endless nameless Outer Rim settlements became a torture . . . the battles were easy the longing became unbearable . . . I've never been so happy as I am at this moment.NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, . . . every second I was thinking of you. Protecting the endless nameless Outer Rim settlements became a torture . . . the battles were easy the longing became unbearable . . . I've never been so happy as I am at this moment.,True,Revenge of the Sith
6247,,PADME: Annie I want to have our baby back home on Naboo. We could go to the lake country where no one would know . . . where we would be safe. I could go early-and fix up the baby's room. I know the perfect spot right by the gardens.NoneNoneNoneNoneNoneNoneNone,True,PADME, Annie I want to have our baby back home on Naboo. We could go to the lake country where no one would know . . . where we would be safe. I could go early-and fix up the baby's room. I know the perfect spot right by the gardens.,True,Revenge of the Sith
6248,,ANAKIN: You are so beautiful!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, You are so beautiful!,True,Revenge of the Sith
6249,,PADME: It's only because I'm so in love . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, It's only because I'm so in love . . .,True,Revenge of the Sith
6250,,ANAKIN: No it's because I'm so in love with you.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, No it's because I'm so in love with you.,True,Revenge of the Sith
6251,,PADME: So love has blinded you?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, So love has blinded you?,True,Revenge of the Sith
6252,,ANAKIN: Well that's not exactly what I meant . . .NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Well that's not exactly what I meant . . .,True,Revenge of the Sith
6253,,PADME: But it's probably true!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, But it's probably true!,True,Revenge of the Sith
6255,,ANAKIN: I haven't laughed in so long . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I haven't laughed in so long . . .,True,Revenge of the Sith
6256,,PADME: Neither have I.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Neither have I.,True,Revenge of the Sith
6259,,PADME: Anakin help me! Help Anakin! Anakin I love you. I love you.NoneNoneNoneNoneNoneNone,True,PADME, Anakin help me! Help Anakin! Anakin I love you. I love you.,True,Revenge of the Sith
6263,,PADME: Anakin??NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Anakin??,True,Revenge of the Sith
6267,,PADME: What's bothering you?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, What's bothering you?,True,Revenge of the Sith
6268,,ANAKIN: Nothing . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Nothing . . .,True,Revenge of the Sith
6270,,ANAKIN: (continuing) I remember when I gave this to you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  I remember when I gave this to you.,True,Revenge of the Sith
6271,,PADME: Anakin how long is it going to take for us to be honest with each other?NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Anakin how long is it going to take for us to be honest with each other?,True,Revenge of the Sith
6272,,ANAKIN: It was a dream.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, It was a dream.,True,Revenge of the Sith
6273,,PADME: Bad?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Bad?,True,Revenge of the Sith
6274,,ANAKIN: Like the ones I used to have about my mother just before she died.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Like the ones I used to have about my mother just before she died.,True,Revenge of the Sith
6275,,PADME: And?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, And?,True,Revenge of the Sith
6276,,ANAKIN: It was about you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, It was about you.,True,Revenge of the Sith
6278,,PADME: Tell me.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Tell me.,True,Revenge of the Sith
6279,,ANAKIN: It was only a dream.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, It was only a dream.,True,Revenge of the Sith
6281,,ANAKIN: (continuing) You die in childbirth . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  You die in childbirth . . .,True,Revenge of the Sith
6282,,PADME: And the baby?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, And the baby?,True,Revenge of the Sith
6283,,ANAKIN: I don't know.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I don't know.,True,Revenge of the Sith
6284,,PADME: It was only a dream.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, It was only a dream.,True,Revenge of the Sith
6286,,ANAKIN: . . . I won't let this one become real Padme.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, . . . I won't let this one become real Padme.,True,Revenge of the Sith
6288,,PADME: Anakin this baby will change our lives. I doubt the Queen will continue to allow me to serve in the Senate and if the Council discovers you are the father you will be expelled from the Jedi Order.NoneNoneNoneNoneNoneNone,True,PADME, Anakin this baby will change our lives. I doubt the Queen will continue to allow me to serve in the Senate and if the Council discovers you are the father you will be expelled from the Jedi Order.,True,Revenge of the Sith
6289,,ANAKIN: I know .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I know .,True,Revenge of the Sith
6290,,PADME: Anakin do you think Obi-Wan might be able to help us?NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Anakin do you think Obi-Wan might be able to help us?,True,Revenge of the Sith
6291,,ANAKIN: (suspicious) Have you told him anything?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  Have you told him anything?,True,Revenge of the Sith
6292,,PADME: No but he's your mentor your best friend . . . he must suspect something.NoneNoneNoneNoneNoneNoneNone,True,PADME, No but he's your mentor your best friend . . . he must suspect something.,True,Revenge of the Sith
6293,,ANAKIN: He's been a father to me but he's still on the Council. Don't tell him anything!NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, He's been a father to me but he's still on the Council. Don't tell him anything!,True,Revenge of the Sith
6294,,PADME: I won't Anakin.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, I won't Anakin.,True,Revenge of the Sith
6295,,ANAKIN: I don't need his help . . . Our baby is a blessing not a problem.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I don't need his help . . . Our baby is a blessing not a problem.,True,Revenge of the Sith
6298,,YODA: Premonitions . . . premonitions . . . Hmmmm . . . these visions you have . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Premonitions . . . premonitions . . . Hmmmm . . . these visions you have . . .,True,Revenge of the Sith
6299,,ANAKIN: They are of pain suffering death . . .NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, They are of pain suffering death . . .,True,Revenge of the Sith
6300,,YODA: Yourself you speak of or someone you know?NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Yourself you speak of or someone you know?,True,Revenge of the Sith
6301,,ANAKIN: Someone . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Someone . . .,True,Revenge of the Sith
6302,,YODA: . . . close to you?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,YODA, . . . close to you?,True,Revenge of the Sith
6303,,ANAKIN: Yes.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Yes.,True,Revenge of the Sith
6304,,YODA: Careful you must be when sensing the future Anakin. The fear of loss is a path to the dark side.NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Careful you must be when sensing the future Anakin. The fear of loss is a path to the dark side.,True,Revenge of the Sith
6305,,ANAKIN: I won't let these visions come true Master Yoda.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I won't let these visions come true Master Yoda.,True,Revenge of the Sith
6306,,YODA: Death is a natural part of life. Rejoice for those around you who transform into the Force. Mourn them do not. Miss them do not. Attachment leads to jealousy. The shadow of greed that is.NoneNoneNoneNoneNoneNone,True,YODA, Death is a natural part of life. Rejoice for those around you who transform into the Force. Mourn them do not. Miss them do not. Attachment leads to jealousy. The shadow of greed that is.,True,Revenge of the Sith
6307,,ANAKIN: What must I do Master Yoda?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, What must I do Master Yoda?,True,Revenge of the Sith
6308,,YODA: Train yourself to let go of everything you fear to lose.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Train yourself to let go of everything you fear to lose.,True,Revenge of the Sith
6313,,OBI-WAN: You missed the report on the Outer Rim sieges.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, You missed the report on the Outer Rim sieges.,True,Revenge of the Sith
6314,,ANAKIN: I'm sorry I was held up. I have no excuse.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm sorry I was held up. I have no excuse.,True,Revenge of the Sith
6315,,OBI-WAN: In short they are going very well. Saleucami has fallen and Master Vos has moved his troops to Boz Pity.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, In short they are going very well. Saleucami has fallen and Master Vos has moved his troops to Boz Pity.,True,Revenge of the Sith
6316,,ANAKIN: What's wrong then?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, What's wrong then?,True,Revenge of the Sith
6317,,OBI-WAN: The Senate is expected to vote more executive powers to the Chancellor today.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, The Senate is expected to vote more executive powers to the Chancellor today.,True,Revenge of the Sith
6318,,ANAKIN: Well that can only mean less deliberating and more action. Is that bad? It will make it easier for us to end this war.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Well that can only mean less deliberating and more action. Is that bad? It will make it easier for us to end this war.,True,Revenge of the Sith
6319,,OBI-WAN: Anakin be careful of your friend Palpatine.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Anakin be careful of your friend Palpatine.,True,Revenge of the Sith
6320,,ANAKIN: Be careful of what?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Be careful of what?,True,Revenge of the Sith
6321,,OBI-WAN: He has requested your presence.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, He has requested your presence.,True,Revenge of the Sith
